project_id,issue_id,issue_key,snapshot_date,snapshot_number,issue_type,priority,status,story_points,story_points_missing,timespent,assignee,sprint,task_age_days,status_change_count,priority_change_count,assignee_change_count,story_point_change_count,estimate_change_count,changes_last_7_days,actual_duration_days,task_risk_level
18,77097,JRASERVER-71581,2020-09-21 07:18:34,2,Unknown,Unknown,In Progress,0.0,1,0.0,<UNKNOWN_USER>,Unknown,2.5999189814814816,1,0,1,0,0,2,2.60037037037037,Low
18,77146,JRASERVER-71522,2020-09-07 14:56:28,1,Unknown,Medium,Unknown,0.0,1,0.0,Unknown,Unknown,0.0002199074074074,0,1,0,0,0,1,9.967488425925923,Medium
18,77183,JRASERVER-71482,2020-08-27 10:25:17,1,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,0.0003356481481481,1,0,0,0,0,1,0.0004398148148148,Low
18,77187,JRASERVER-71478,2020-09-02 20:27:19,1,Unknown,Unknown,Unknown,0.0,1,0.0,45520,Unknown,7.053576388888889,0,0,1,0,0,1,25.96953703703704,Medium
18,77187,JRASERVER-71478,2020-09-03 11:00:50,2,Unknown,Unknown,Long Term Backlog,0.0,1,0.0,45520,Unknown,7.660185185185185,1,0,1,0,0,2,25.96953703703704,Medium
18,77187,JRASERVER-71478,2020-09-03 11:00:58,3,Unknown,Unknown,Short Term Backlog,0.0,1,0.0,45520,Unknown,7.660277777777778,2,0,1,0,0,3,25.96953703703704,Medium
18,77187,JRASERVER-71478,2020-09-03 15:15:55,4,Unknown,Unknown,In Progress,0.0,1,0.0,45520,Unknown,7.837326388888889,3,0,1,0,0,4,25.96953703703704,Medium
18,77187,JRASERVER-71478,2020-09-03 15:25:24,5,Unknown,Unknown,Waiting for Release,0.0,1,0.0,45520,Unknown,7.843912037037037,4,0,1,0,0,5,25.96953703703704,Medium
18,77200,JRASERVER-71465,2020-08-24 12:57:28,1,Unknown,High,Unknown,0.0,1,0.0,Unknown,Unknown,0.0004976851851851,0,1,0,0,0,1,28.22886574074074,Medium
18,77200,JRASERVER-71465,2020-09-10 22:41:52,2,Unknown,High,Unknown,0.0,1,0.0,45520,Unknown,17.406331018518518,0,1,1,0,0,1,28.22886574074074,Medium
18,77200,JRASERVER-71465,2020-09-10 22:41:58,3,Unknown,High,In Progress,0.0,1,0.0,45520,Unknown,17.406400462962964,1,1,1,0,0,2,28.22886574074074,Medium
18,77200,JRASERVER-71465,2020-09-11 09:47:35,4,Unknown,High,Waiting for Release,0.0,1,0.0,45520,Unknown,17.86863425925926,2,1,1,0,0,3,28.22886574074074,Medium
18,77231,JRASERVER-71434,2020-08-13 19:52:36,1,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,0.1834722222222222,1,0,0,0,0,1,0.1835648148148148,Low
18,77242,JRASERVER-71423,2020-08-10 22:58:10,1,Unknown,Unknown,Gathering Impact,0.0,1,0.0,Unknown,Unknown,0.2517708333333333,1,0,0,0,0,1,28.010347222222222,Medium
18,77242,JRASERVER-71423,2020-08-19 16:03:14,2,Unknown,Unknown,Gathering Impact,0.0,1,0.0,45559,Unknown,8.963622685185186,1,0,1,0,0,1,28.010347222222222,Medium
18,77242,JRASERVER-71423,2020-08-19 16:03:24,3,Unknown,Unknown,In Progress,0.0,1,0.0,45559,Unknown,8.963738425925927,2,0,1,0,0,2,28.010347222222222,Medium
18,77242,JRASERVER-71423,2020-08-24 11:41:48,4,Unknown,Unknown,Waiting for Release,0.0,1,0.0,45559,Unknown,13.78207175925926,3,0,1,0,0,3,28.010347222222222,Medium
18,77246,JRASERVER-71419,2020-08-10 09:13:22,1,Unknown,Unknown,Unknown,0.0,1,0.0,<UNKNOWN_USER>,Unknown,0.0002430555555555,0,0,1,0,0,1,16.39210648148148,Medium
18,77246,JRASERVER-71419,2020-08-10 09:13:37,2,Unknown,Unknown,In Progress,0.0,1,0.0,<UNKNOWN_USER>,Unknown,0.0004166666666666,1,0,1,0,0,2,16.39210648148148,Medium
18,77246,JRASERVER-71419,2020-08-11 20:41:10,3,Unknown,Unknown,Waiting for Release,0.0,1,0.0,<UNKNOWN_USER>,Unknown,1.4778819444444444,2,0,1,0,0,3,16.39210648148148,Medium
18,77250,JRASERVER-71414,2020-08-18 17:19:12,1,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,11.786944444444444,1,0,0,0,0,1,31.78090277777778,High
18,77250,JRASERVER-71414,2020-08-18 17:19:38,2,Unknown,Unknown,Waiting for Release,0.0,1,0.0,Unknown,Unknown,11.787245370370371,2,0,0,0,0,2,31.78090277777778,High
18,77250,JRASERVER-71414,2020-08-20 21:56:36,3,Unknown,Unknown,Waiting for Release,0.0,1,0.0,45568,Unknown,13.979583333333334,2,0,1,0,0,3,31.78090277777778,High
18,77265,JRASERVER-71397,2020-08-07 12:37:31,1,Unknown,Unknown,Short Term Backlog,0.0,1,0.0,Unknown,Unknown,2.777199074074074,1,0,0,0,0,1,13.864895833333334,Medium
18,77265,JRASERVER-71397,2020-08-11 13:35:29,2,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,6.817453703703704,2,0,0,0,0,2,13.864895833333334,Medium
18,77265,JRASERVER-71397,2020-08-11 13:36:12,3,Unknown,Unknown,Waiting for Release,0.0,1,0.0,Unknown,Unknown,6.817951388888889,3,0,0,0,0,3,13.864895833333334,Medium
18,77272,JRASERVER-71389,2020-08-03 23:48:12,1,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,0.0041203703703703,1,0,0,0,0,1,6.8183796296296295,Low
18,77272,JRASERVER-71389,2020-08-03 23:48:15,2,Unknown,Unknown,Waiting for Release,0.0,1,0.0,Unknown,Unknown,0.0041550925925925,2,0,0,0,0,2,6.8183796296296295,Low
18,77272,JRASERVER-71389,2020-08-07 07:04:07,3,Unknown,Unknown,Waiting for Release,0.0,1,0.0,45448,Unknown,3.306840277777778,2,0,1,0,0,3,6.8183796296296295,Low
18,77272,JRASERVER-71389,2020-08-07 07:42:26,4,Unknown,Unknown,Waiting for Release,0.0,1,0.0,Unknown,Unknown,3.333449074074074,2,0,2,0,0,4,6.8183796296296295,Low
18,77273,JRASERVER-71388,2020-08-03 23:40:12,1,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,0.000949074074074,1,0,0,0,0,1,6.818900462962963,Low
18,77273,JRASERVER-71388,2020-08-03 23:40:15,2,Unknown,Unknown,Waiting for Release,0.0,1,0.0,Unknown,Unknown,0.0009837962962962,2,0,0,0,0,2,6.818900462962963,Low
18,77279,JRASERVER-71382,2020-07-31 08:52:34,1,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,0.0221412037037037,1,0,0,0,0,1,26.42853009259259,Medium
18,77279,JRASERVER-71382,2020-07-31 08:52:36,2,Unknown,Unknown,In Progress,0.0,1,0.0,45594,Unknown,0.0221643518518518,1,0,1,0,0,2,26.42853009259259,Medium
18,77279,JRASERVER-71382,2020-08-10 09:08:51,3,Unknown,Unknown,Waiting for Release,0.0,1,0.0,45594,Unknown,10.033449074074074,2,0,1,0,0,1,26.42853009259259,Medium
18,77293,JRASERVER-71368,2020-07-28 12:40:51,1,Unknown,Unknown,Unknown,0.0,1,0.0,45350,Unknown,0.0006597222222222,0,0,1,0,0,1,21.086145833333333,Medium
18,77293,JRASERVER-71368,2020-08-01 00:45:17,2,Unknown,Unknown,In Progress,0.0,1,0.0,45350,Unknown,3.503738425925926,1,0,1,0,0,2,21.086145833333333,Medium
18,77293,JRASERVER-71368,2020-08-01 00:45:26,3,Unknown,Unknown,Waiting for Release,0.0,1,0.0,45350,Unknown,3.5038425925925925,2,0,1,0,0,3,21.086145833333333,Medium
18,77325,JRASERVER-71332,2020-08-13 07:50:05,1,Unknown,Unknown,Gathering Impact,0.0,1,0.0,Unknown,Unknown,22.716747685185187,1,0,0,0,0,1,36.16663194444445,High
18,77325,JRASERVER-71332,2020-08-13 07:51:20,2,Unknown,High,Gathering Impact,0.0,1,0.0,Unknown,Unknown,22.71761574074074,1,1,0,0,0,2,36.16663194444445,High
18,77325,JRASERVER-71332,2020-08-26 14:48:38,3,Unknown,High,Gathering Impact,0.0,1,0.0,45477,Unknown,36.007407407407406,1,1,1,0,0,1,36.16663194444445,High
18,77325,JRASERVER-71332,2020-08-26 14:49:41,4,Unknown,High,In Progress,0.0,1,0.0,45477,Unknown,36.00813657407407,2,1,1,0,0,2,36.16663194444445,High
18,77335,JRASERVER-71321,2020-08-27 11:26:27,1,Unknown,Unknown,Unknown,0.0,1,0.0,45364,Unknown,40.79671296296296,0,0,1,0,0,1,52.03567129629629,High
18,77335,JRASERVER-71321,2020-08-27 11:26:31,2,Unknown,Unknown,In Progress,0.0,1,0.0,45364,Unknown,40.79675925925926,1,0,1,0,0,2,52.03567129629629,High
18,77335,JRASERVER-71321,2020-09-01 10:09:31,3,Unknown,Unknown,In Review,0.0,1,0.0,45364,Unknown,45.74328703703704,2,0,1,0,0,3,52.03567129629629,High
18,77335,JRASERVER-71321,2020-09-02 13:30:59,4,Unknown,Medium,In Review,0.0,1,0.0,45364,Unknown,46.88319444444444,2,1,1,0,0,4,52.03567129629629,High
18,77335,JRASERVER-71321,2020-09-03 07:20:49,5,Unknown,Medium,Waiting for Release,0.0,1,0.0,45364,Unknown,47.62613425925926,3,1,1,0,0,5,52.03567129629629,High
18,77339,JRASERVER-71316,2020-07-17 08:13:27,1,Unknown,High,Unknown,0.0,1,0.0,Unknown,Unknown,0.4063310185185185,0,1,0,0,0,1,0.4131597222222222,Low
18,77343,JRASERVER-71310,2020-07-16 09:48:07,1,Unknown,Medium,Unknown,0.0,1,0.0,Unknown,Unknown,0.0059606481481481,0,1,0,0,0,1,33.21149305555556,High
18,77343,JRASERVER-71310,2020-07-17 08:56:05,2,Unknown,Medium,Short Term Backlog,0.0,1,0.0,Unknown,Unknown,0.9698263888888888,2,1,0,0,0,3,33.21149305555556,High
18,77343,JRASERVER-71310,2020-07-30 23:12:05,3,Unknown,Medium,In Progress,0.0,1,0.0,<UNKNOWN_USER>,Unknown,14.564270833333332,3,1,1,0,0,2,33.21149305555556,High
18,77343,JRASERVER-71310,2020-08-10 19:18:18,4,Unknown,Medium,Closed,0.0,1,0.0,<UNKNOWN_USER>,Unknown,25.401921296296297,5,1,1,0,0,1,33.21149305555556,High
18,77343,JRASERVER-71310,2020-08-13 10:10:52,5,Unknown,Medium,Waiting for Release,0.0,1,0.0,<UNKNOWN_USER>,Unknown,28.02175925925926,8,1,1,0,0,4,33.21149305555556,High
18,77399,JRASERVER-71244,2020-07-01 12:41:32,1,Unknown,Unknown,Unknown,0.0,1,0.0,45393,Unknown,9.25925925925926e-05,0,0,1,0,0,1,14.03111111111111,Medium
18,77399,JRASERVER-71244,2020-07-01 12:41:36,2,Unknown,Unknown,In Progress,0.0,1,0.0,45393,Unknown,0.0001388888888888,1,0,1,0,0,2,14.03111111111111,Medium
18,77399,JRASERVER-71244,2020-07-01 13:01:18,3,Unknown,Medium,In Progress,0.0,1,0.0,45393,Unknown,0.0138194444444444,1,1,1,0,0,3,14.03111111111111,Medium
18,77399,JRASERVER-71244,2020-07-02 13:51:16,4,Unknown,Medium,Waiting for Release,0.0,1,0.0,45393,Unknown,1.0485185185185186,2,1,1,0,0,4,14.03111111111111,Medium
18,77409,JRASERVER-71233,2020-06-29 18:07:11,1,Unknown,Unknown,Gathering Impact,0.0,1,0.0,Unknown,Unknown,0.000474537037037,1,0,0,0,0,1,20.980520833333333,Medium
18,77409,JRASERVER-71233,2020-06-29 18:07:17,2,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,0.0005439814814814,2,0,0,0,0,2,20.980520833333333,Medium
18,77409,JRASERVER-71233,2020-06-29 18:08:32,3,Unknown,Unknown,In Progress,0.0,1,0.0,45393,Unknown,0.001412037037037,2,0,1,0,0,3,20.980520833333333,Medium
18,77409,JRASERVER-71233,2020-06-30 09:20:50,4,Unknown,Unknown,In Progress,0.0,1,0.0,45394,Unknown,0.6349537037037037,2,0,2,0,0,4,20.980520833333333,Medium
18,77409,JRASERVER-71233,2020-06-30 23:14:54,5,Unknown,Unknown,Waiting for Release,0.0,1,0.0,45394,Unknown,1.2141666666666666,4,0,2,0,0,6,20.980520833333333,Medium
18,77410,JRASERVER-71231,2020-06-29 09:35:23,1,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,0.0002546296296296,1,0,0,0,0,1,0.0006481481481481,Low
18,77419,JRASERVER-71221,2020-06-29 08:02:04,1,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,4.0851041666666665,1,0,0,0,0,1,20.31023148148148,Medium
18,77419,JRASERVER-71221,2020-06-29 08:02:07,2,Unknown,Unknown,Waiting for Release,0.0,1,0.0,Unknown,Unknown,4.085138888888889,2,0,0,0,0,2,20.31023148148148,Medium
18,77423,JRASERVER-71217,2020-06-30 09:58:01,1,Unknown,Highest,Unknown,0.0,1,0.0,Unknown,Unknown,5.943368055555555,0,1,0,0,0,1,55.14269675925926,High
18,77423,JRASERVER-71217,2020-07-02 08:40:48,2,Unknown,Highest,Short Term Backlog,0.0,1,0.0,Unknown,Unknown,7.88974537037037,1,1,0,0,0,2,55.14269675925926,High
18,77423,JRASERVER-71217,2020-07-28 12:52:51,3,Unknown,Highest,In Progress,0.0,1,0.0,Unknown,Unknown,34.06478009259259,2,1,0,0,0,1,55.14269675925926,High
18,77423,JRASERVER-71217,2020-07-28 12:52:56,4,Unknown,Highest,Waiting for Release,0.0,1,0.0,Unknown,Unknown,34.06483796296296,3,1,0,0,0,2,55.14269675925926,High
18,77456,JRASERVER-71179,2020-06-17 11:58:46,1,Unknown,High,Unknown,0.0,1,0.0,Unknown,Unknown,1.952129629629629,0,1,0,0,0,1,56.25748842592593,High
18,77456,JRASERVER-71179,2020-06-17 11:58:49,2,Unknown,High,Gathering Impact,0.0,1,0.0,Unknown,Unknown,1.952164351851852,1,1,0,0,0,2,56.25748842592593,High
18,77456,JRASERVER-71179,2020-07-27 14:17:21,3,Unknown,High,Short Term Backlog,0.0,1,0.0,Unknown,Unknown,42.04836805555556,2,1,0,0,0,1,56.25748842592593,High
18,77456,JRASERVER-71179,2020-07-27 14:56:12,4,Unknown,High,Short Term Backlog,0.0,1,0.0,45594,Unknown,42.07534722222222,2,1,1,0,0,2,56.25748842592593,High
18,77456,JRASERVER-71179,2020-07-30 07:21:03,5,Unknown,High,Waiting for Release,0.0,1,0.0,45594,Unknown,44.75927083333333,4,1,1,0,0,4,56.25748842592593,High
18,77460,JRASERVER-71175,2020-06-15 10:06:14,1,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,2.5420717592592594,1,0,0,0,0,1,3.975381944444445,Low
18,77460,JRASERVER-71175,2020-06-15 10:06:17,2,Unknown,Unknown,Waiting for Release,0.0,1,0.0,Unknown,Unknown,2.5421064814814813,2,0,0,0,0,2,3.975381944444445,Low
18,77481,JRASERVER-71153,2020-06-08 13:41:43,1,Unknown,Unknown,Gathering Impact,0.0,1,0.0,Unknown,Unknown,0.0001736111111111,1,0,0,0,0,1,79.20601851851852,High
18,77481,JRASERVER-71153,2020-07-28 12:08:41,2,Unknown,Unknown,Gathering Impact,0.0,1,0.0,45494,Unknown,49.93556712962963,1,0,1,0,0,1,79.20601851851852,High
18,77481,JRASERVER-71153,2020-07-28 12:08:57,3,Unknown,Unknown,Short Term Backlog,0.0,1,0.0,45494,Unknown,49.93575231481481,2,0,1,0,0,2,79.20601851851852,High
18,77481,JRASERVER-71153,2020-07-28 12:09:01,4,Unknown,Unknown,In Progress,0.0,1,0.0,45494,Unknown,49.93579861111111,3,0,1,0,0,3,79.20601851851852,High
18,77481,JRASERVER-71153,2020-07-28 12:34:55,5,Unknown,Unknown,Waiting for Release,0.0,1,0.0,45494,Unknown,49.953784722222224,4,0,1,0,0,4,79.20601851851852,High
18,77483,JRASERVER-71151,2020-06-08 11:19:37,1,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,0.0012152777777777,1,0,0,0,0,1,15.29804398148148,Medium
18,77483,JRASERVER-71151,2020-06-08 11:19:42,2,Unknown,Unknown,Waiting for Release,0.0,1,0.0,Unknown,Unknown,0.0012731481481481,2,0,0,0,0,2,15.29804398148148,Medium
18,77484,JRASERVER-71150,2020-06-08 11:17:21,1,Unknown,Unknown,Unknown,0.0,1,0.0,45393,Unknown,0.0020717592592592,0,0,1,0,0,1,15.300844907407408,Medium
18,77484,JRASERVER-71150,2020-06-08 11:17:28,2,Unknown,Unknown,In Progress,0.0,1,0.0,45393,Unknown,0.0021527777777777,1,0,1,0,0,2,15.300844907407408,Medium
18,77484,JRASERVER-71150,2020-06-08 11:17:30,3,Unknown,Unknown,Waiting for Release,0.0,1,0.0,45393,Unknown,0.0021759259259259,2,0,1,0,0,3,15.300844907407408,Medium
18,77485,JRASERVER-71149,2020-06-08 11:12:18,1,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,0.0017129629629629,1,0,0,0,0,1,15.304074074074077,Medium
18,77485,JRASERVER-71149,2020-06-08 11:12:23,2,Unknown,Unknown,Waiting for Release,0.0,1,0.0,Unknown,Unknown,0.0017708333333333,2,0,0,0,0,2,15.304074074074077,Medium
18,77486,JRASERVER-71148,2020-06-08 09:15:43,1,Unknown,Unknown,Unknown,0.0,1,0.0,45594,Unknown,0.0152777777777777,0,0,1,0,0,1,37.18991898148148,High
18,77486,JRASERVER-71148,2020-06-08 13:29:36,2,Unknown,Unknown,In Progress,0.0,1,0.0,45594,Unknown,0.1915856481481481,1,0,1,0,0,2,37.18991898148148,High
18,77486,JRASERVER-71148,2020-06-15 07:52:32,3,Unknown,Unknown,Waiting for Release,0.0,1,0.0,45594,Unknown,6.957511574074074,2,0,1,0,0,3,37.18991898148148,High
18,77488,JRASERVER-71145,2020-06-17 12:01:06,1,Unknown,Unknown,Gathering Impact,0.0,1,0.0,Unknown,Unknown,11.889976851851852,1,0,0,0,0,1,108.15747685185184,Critical
18,77488,JRASERVER-71145,2020-07-15 13:58:54,2,Unknown,High,Gathering Impact,0.0,1,0.0,Unknown,Unknown,39.97178240740741,1,1,0,0,0,1,108.15747685185184,Critical
18,77488,JRASERVER-71145,2020-09-04 07:09:57,3,Unknown,High,In Progress,0.0,1,0.0,Unknown,Unknown,90.68778935185183,2,1,0,0,0,1,108.15747685185184,Critical
18,77488,JRASERVER-71145,2020-09-04 07:10:03,4,Unknown,High,In Progress,0.0,1,0.0,45477,Unknown,90.6878587962963,2,1,1,0,0,2,108.15747685185184,Critical
18,77488,JRASERVER-71145,2020-09-04 07:10:09,5,Unknown,High,Waiting for Release,0.0,1,0.0,45477,Unknown,90.68792824074076,3,1,1,0,0,3,108.15747685185184,Critical
18,77502,JRASERVER-71130,2020-06-03 10:59:16,1,Unknown,Unknown,Short Term Backlog,0.0,1,0.0,Unknown,Unknown,0.0008680555555555,1,0,0,0,0,1,5.925601851851852,Low
18,77502,JRASERVER-71130,2020-06-04 07:42:24,2,Unknown,Unknown,In Progress,0.0,1,0.0,Unknown,Unknown,0.8641550925925926,2,0,0,0,0,2,5.925601851851852,Low
18,77519,JRASERVER-71108,2020-07-15 15:10:04,1,Unknown,Unknown,Gathering Impact,0.0,1,0.0,Unknown,Unknown,48.28923611111111,1,0,0,0,0,1,90.43438657407408,Critical
18,77519,JRASERVER-71108,2020-07-22 13:32:13,2,Unknown,Unknown,Gathering Impact,0.0,1,0.0,<UNKNOWN_USER>,Unknown,55.22128472222222,1,0,1,0,0,2,90.43438657407408,Critical
18,77519,JRASERVER-71108,2020-07-22 13:34:41,3,Unknown,Unknown,In Progress,0.0,1,0.0,<UNKNOWN_USER>,Unknown,55.222997685185184,2,0,1,0,0,3,90.43438657407408,Critical
18,77519,JRASERVER-71108,2020-07-22 13:34:44,4,Unknown,Unknown,Waiting for Release,0.0,1,0.0,<UNKNOWN_USER>,Unknown,55.22303240740741,3,0,1,0,0,4,90.43438657407408,Critical
18,77528,JRASERVER-71099,2020-05-27 12:46:35,1,Unknown,Unknown,Unknown,0.0,1,0.0,45420,Unknown,0.0003587962962962,0,0,1,0,0,1,20.32248842592593,Medium
18,77528,JRASERVER-71099,2020-05-27 12:46:38,2,Unknown,Unknown,In Progress,0.0,1,0.0,45420,Unknown,0.0003935185185185,1,0,1,0,0,2,20.32248842592593,Medium
18,77528,JRASERVER-71099,2020-05-27 13:00:26,3,Unknown,High,In Progress,0.0,1,0.0,45420,Unknown,0.0099768518518518,1,1,1,0,0,3,20.32248842592593,Medium
18,77528,JRASERVER-71099,2020-05-27 13:00:33,4,Unknown,High,Waiting for Release,0.0,1,0.0,45420,Unknown,0.0100578703703703,2,1,1,0,0,4,20.32248842592593,Medium
18,77529,JRASERVER-71098,2020-05-27 12:15:50,1,Bug,Unknown,Unknown,0.0,1,0.0,Unknown,Unknown,0.0015277777777777,0,0,0,0,0,3,91.26778935185185,Critical
18,77529,JRASERVER-71098,2020-06-24 12:59:31,2,Bug,Low,In Progress,0.0,1,0.0,Unknown,Unknown,28.031863425925927,2,1,0,0,0,1,91.26778935185185,Critical
18,77529,JRASERVER-71098,2020-07-02 13:50:27,3,Bug,Low,Waiting for Release,0.0,1,0.0,<UNKNOWN_USER>,Unknown,36.06723379629629,3,1,1,0,0,1,91.26778935185185,Critical
18,77564,JRASERVER-71060,2020-05-20 09:43:33,1,Unknown,Unknown,Gathering Impact,0.0,1,0.0,Unknown,Unknown,1.705775462962963,1,0,0,0,0,1,49.76021990740741,High
18,77564,JRASERVER-71060,2020-06-04 07:18:34,2,Unknown,Unknown,Short Term Backlog,0.0,1,0.0,Unknown,Unknown,16.60509259259259,2,0,0,0,0,1,49.76021990740741,High
18,77564,JRASERVER-71060,2020-06-04 07:22:01,3,Unknown,High,Short Term Backlog,0.0,1,0.0,Unknown,Unknown,16.607488425925926,2,1,0,0,0,2,49.76021990740741,High
18,77564,JRASERVER-71060,2020-07-03 12:46:51,4,Unknown,High,Short Term Backlog,0.0,1,0.0,45810,Unknown,45.83306712962963,2,1,1,0,0,1,49.76021990740741,High
18,77564,JRASERVER-71060,2020-07-03 12:46:57,5,Unknown,High,In Progress,0.0,1,0.0,45810,Unknown,45.83313657407408,3,1,1,0,0,2,49.76021990740741,High
18,77565,JRASERVER-71059,2020-09-14 14:19:34,1,Unknown,High,Unknown,0.0,1,0.0,Unknown,Unknown,118.99085648148149,0,1,0,0,0,1,119.86753472222222,Critical
18,77565,JRASERVER-71059,2020-09-14 14:19:40,2,Unknown,High,Gathering Impact,0.0,1,0.0,Unknown,Unknown,118.99092592592592,1,1,0,0,0,2,119.86753472222222,Critical
18,77566,JRASERVER-71058,2020-06-08 13:46:31,1,Unknown,High,Unknown,0.0,1,0.0,Unknown,Unknown,20.987152777777776,0,1,0,0,0,1,44.02488425925926,High
18,77568,JRASERVER-71056,2020-05-18 08:35:51,1,Unknown,Unknown,Unknown,0.0,1,0.0,14662,Unknown,0.0025347222222222,0,0,1,0,0,1,0.0026851851851851,Low
18,77580,JRASERVER-71042,2020-05-12 12:32:23,1,Unknown,Unknown,Unknown,0.0,1,0.0,Unknown,Unknown,0.0002662037037037,0,0,1,0,0,1,34.19087962962963,High
18,77581,JRASERVER-71041,2020-06-24 11:23:17,1,Unknown,Unknown,Unknown,0.0,1,0.0,<UNKNOWN_USER>,Unknown,42.96365740740741,0,0,1,0,0,1,42.96894675925926,High
18,77589,JRASERVER-71031,2020-05-11 14:23:09,1,Unknown,Unknown,Unknown,0.0,1,0.0,Unknown,Unknown,0.0005439814814814,0,0,1,0,0,1,36.25581018518518,High
18,77589,JRASERVER-71031,2020-05-11 14:48:23,2,Unknown,Unknown,Unknown,0.0,1,0.0,<UNKNOWN_USER>,Unknown,0.0180671296296296,0,0,2,0,0,2,36.25581018518518,High
18,77589,JRASERVER-71031,2020-05-11 14:48:38,3,Unknown,Unknown,Short Term Backlog,0.0,1,0.0,<UNKNOWN_USER>,Unknown,0.0182407407407407,1,0,2,0,0,3,36.25581018518518,High
18,77589,JRASERVER-71031,2020-05-29 10:48:07,4,Unknown,Unknown,In Progress,0.0,1,0.0,<UNKNOWN_USER>,Unknown,17.85121527777778,2,0,2,0,0,1,36.25581018518518,High
18,77589,JRASERVER-71031,2020-05-29 10:48:11,5,Unknown,Unknown,Waiting for Release,0.0,1,0.0,<UNKNOWN_USER>,Unknown,17.851261574074073,3,0,2,0,0,2,36.25581018518518,High
18,77602,JRASERVER-71017,2020-05-13 08:38:23,1,Unknown,Unknown,Unknown,0.0,1,0.0,45551,Unknown,7.449976851851852,0,0,1,0,0,1,20.50778935185185,Medium
18,77602,JRASERVER-71017,2020-05-26 09:54:03,2,Unknown,Unknown,In Progress,0.0,1,0.0,45551,Unknown,20.50252314814815,1,0,1,0,0,1,20.50778935185185,Medium
18,77605,JRASERVER-71012,2020-05-05 10:42:30,1,Unknown,Unknown,Unknown,0.0,1,0.0,Unknown,Unknown,0.0009722222222222,0,0,1,0,0,1,6.147997685185185,Low
18,77619,JRASERVER-70993,2020-05-11 12:27:08,1,Unknown,Unknown,Unknown,0.0,1,0.0,45487,Unknown,11.099247685185183,0,0,1,0,0,1,76.14027777777778,High
18,77619,JRASERVER-70993,2020-06-10 13:11:28,2,Unknown,Medium,Unknown,0.0,1,0.0,45487,Unknown,41.13003472222222,0,1,1,0,0,1,76.14027777777778,High
