project_id,issue_id,issue_key,snapshot_date,snapshot_number,issue_type,priority,status,story_points,story_points_missing,timespent,assignee,sprint,task_age_days,status_change_count,priority_change_count,assignee_change_count,story_point_change_count,estimate_change_count,changes_last_7_days,actual_duration_days,task_risk_level
1,100,XD-3733,2016-01-14 14:24:38,1,Improvement,Minor,To Do,1.0,0,0.0,Unknown,Unknown,0.05171296296296296,0,0,0,0,0,0,29.375416666666666,Medium
1,100,XD-3733,2016-02-01 17:24:19,2,Improvement,Minor,To Do,1.0,0,0.0,82.0,Unknown,18.176493055555557,0,0,1,0,0,0,29.375416666666666,Medium
1,100,XD-3733,2016-02-01 19:26:20,3,Improvement,Minor,In Progress,1.0,0,0.0,82.0,Unknown,18.261226851851852,1,0,1,0,0,2,29.375416666666666,Medium
1,101,XD-3732,2016-01-13 23:26:33,1,Bug,Minor,Done,2.0,0,0.0,Unknown,Unknown,0.00037037037037037035,0,0,0,0,0,0,0.6251851851851852,Low
1,102,XD-3731,2016-01-13 15:17:11,1,Improvement,Minor,To Do,1.0,0,0.0,82.0,Unknown,8.101851851851852e-05,0,0,0,0,0,0,30.287060185185187,High
1,102,XD-3731,2016-01-13 21:29:40,2,Improvement,Minor,In Progress,1.0,0,0.0,82.0,Unknown,0.25875,1,0,0,0,0,1,30.287060185185187,High
1,102,XD-3731,2016-01-16 19:26:10,3,Improvement,Minor,Done,1.0,0,0.0,82.0,Unknown,3.1729861111111113,2,0,0,0,0,2,30.287060185185187,High
1,108,XD-3725,2015-12-17 18:14:34,1,Bug,Blocker,To Do,1.0,0,0.0,Unknown,Unknown,0.0020486111111111113,0,0,0,0,0,0,7.253240740740741,Medium
1,108,XD-3725,2015-12-17 18:19:36,2,Bug,Blocker,To Do,1.0,0,0.0,82.0,Unknown,0.005543981481481481,0,0,1,0,0,1,7.253240740740741,Medium
1,108,XD-3725,2015-12-17 18:30:48,3,Bug,Blocker,To Do,1.0,0,0.0,82.0,Unknown,0.013321759259259259,0,0,1,0,0,2,7.253240740740741,Medium
1,108,XD-3725,2015-12-25 00:16:10,4,Bug,Blocker,In Progress,1.0,0,0.0,82.0,Unknown,7.253159722222223,1,0,1,0,0,0,7.253240740740741,Medium
1,112,XD-3721,2016-01-04 12:29:38,1,Bug,Major,To Do,1.0,0,0.0,Unknown,Unknown,20.74216435185185,0,0,0,0,0,0,51.08512731481481,High
1,112,XD-3721,2016-02-02 17:56:05,2,Bug,Major,To Do,1.0,0,0.0,Unknown,Unknown,49.96886574074074,0,0,0,0,0,0,51.08512731481481,High
1,112,XD-3721,2016-02-02 17:56:12,3,Bug,Major,To Do,1.0,0,0.0,93.0,Unknown,49.96894675925926,0,0,1,0,0,1,51.08512731481481,High
1,112,XD-3721,2016-02-03 15:21:03,4,Bug,Major,In Progress,1.0,0,0.0,93.0,Unknown,50.8612037037037,1,0,1,0,0,2,51.08512731481481,High
1,114,XD-3719,2016-01-04 12:29:47,1,Bug,Major,Done,2.0,0,0.0,Unknown,Unknown,26.255648148148147,0,0,0,0,0,0,61.51037037037037,High
1,115,XD-3718,2015-12-08 14:21:48,1,Improvement,Minor,To Do,1.0,0,0.0,Unknown,Unknown,0.001388888888888889,0,0,0,0,0,0,77.12072916666666,High
1,115,XD-3718,2015-12-12 19:47:40,2,Improvement,Minor,To Do,1.0,0,0.0,104.0,Unknown,4.2276851851851855,0,0,1,0,0,1,77.12072916666666,High
1,115,XD-3718,2015-12-17 18:20:24,3,Improvement,Minor,To Do,1.0,0,0.0,104.0,Sprint 64,9.167083333333334,0,0,1,0,0,1,77.12072916666666,High
1,115,XD-3718,2016-02-01 15:14:12,4,Improvement,Minor,To Do,1.0,0,0.0,104.0,Sprint 67,55.03777777777778,0,0,1,0,0,0,77.12072916666666,High
1,115,XD-3718,2016-02-23 15:45:46,5,Improvement,Minor,In Progress,1.0,0,0.0,104.0,Unknown,77.05969907407408,1,0,1,0,0,1,77.12072916666666,High
1,117,XD-3716,2015-12-12 19:47:36,1,Improvement,Minor,To Do,2.0,0,0.0,Unknown,Unknown,9.855960648148148,0,0,0,0,0,0,71.95469907407407,High
1,117,XD-3716,2015-12-17 18:20:24,2,Improvement,Minor,To Do,2.0,0,0.0,Unknown,Sprint 64,14.795405092592592,0,0,0,0,0,1,71.95469907407407,High
1,117,XD-3716,2016-02-01 15:13:12,3,Improvement,Minor,To Do,2.0,0,0.0,Unknown,Unknown,60.66540509259259,0,0,0,0,0,0,71.95469907407407,High
1,117,XD-3716,2016-02-01 17:12:49,4,Improvement,Minor,To Do,2.0,0,0.0,82.0,Unknown,60.74847222222222,0,0,1,0,0,1,71.95469907407407,High
1,117,XD-3716,2016-02-01 18:53:07,5,Improvement,Minor,In Progress,2.0,0,0.0,82.0,Unknown,60.818125,1,0,1,0,0,2,71.95469907407407,High
1,118,XD-3715,2015-11-30 15:11:51,1,Story,Minor,To Do,5.0,0,0.0,Unknown,Unknown,6.944444444444444e-05,0,0,0,0,0,0,8.21800925925926,Medium
1,118,XD-3715,2015-12-07 15:39:42,2,Story,Minor,To Do,5.0,0,0.0,94.0,Unknown,7.019409722222222,0,0,1,0,0,0,8.21800925925926,Medium
1,118,XD-3715,2015-12-08 20:25:04,3,Story,Minor,In Progress,5.0,0,0.0,94.0,Unknown,8.21758101851852,1,0,1,0,0,2,8.21800925925926,Medium
1,119,XD-3714,2015-11-30 16:35:11,1,Story,Minor,To Do,3.0,0,0.0,Unknown,Unknown,0.08483796296296296,0,0,0,0,0,0,2.0881712962962964,Low
1,119,XD-3714,2015-12-01 22:11:08,2,Story,Minor,To Do,3.0,0,0.0,71.0,Unknown,1.318136574074074,0,0,1,0,0,1,2.0881712962962964,Low
1,119,XD-3714,2015-12-02 16:39:52,3,Story,Minor,In Progress,3.0,0,0.0,71.0,Unknown,2.088090277777778,1,0,1,0,0,2,2.0881712962962964,Low
1,124,XD-3709,2015-11-21 17:46:00,1,Bug,Minor,To Do,3.0,0,0.0,Unknown,Unknown,0.03234953703703704,0,0,0,0,0,0,26.053171296296295,Medium
1,124,XD-3709,2015-11-21 22:08:55,2,Bug,Minor,To Do,3.0,0,0.0,Unknown,Sprint 63,0.21493055555555557,0,0,0,0,0,1,26.053171296296295,Medium
1,124,XD-3709,2015-11-30 16:34:54,3,Bug,Minor,To Do,1.0,0,0.0,Unknown,Sprint 63,8.982974537037038,0,0,0,1,0,0,26.053171296296295,Medium
1,124,XD-3709,2015-11-30 18:55:19,4,Bug,Minor,To Do,1.0,0,0.0,82.0,Sprint 63,9.080486111111112,0,0,1,1,0,1,26.053171296296295,Medium
1,124,XD-3709,2015-12-12 19:47:25,5,Bug,Minor,Done,1.0,0,0.0,82.0,Sprint 63,21.116666666666667,2,0,1,1,0,0,26.053171296296295,Medium
1,125,XD-3708,2015-11-18 16:59:09,1,Story,Minor,To Do,1.0,0,0.0,107.0,Unknown,1.9044444444444444,0,0,0,0,0,0,1.9496527777777777,Low
1,125,XD-3708,2015-11-18 16:59:13,2,Story,Minor,In Progress,1.0,0,0.0,107.0,Unknown,1.9044907407407408,1,0,0,0,0,1,1.9496527777777777,Low
1,127,XD-3706,2015-11-13 23:53:55,1,Bug,Minor,Done,1.0,0,0.0,94.0,Unknown,1.2753356481481481,0,0,0,0,0,0,1.9472453703703703,Low
1,128,XD-3705,2015-11-12 15:58:23,1,Story,Minor,To Do,5.0,0,0.0,82.0,Unknown,0.0002777777777777778,0,0,0,0,0,0,0.00042824074074074075,Low
1,128,XD-3705,2015-11-12 15:58:30,2,Story,Minor,In Progress,5.0,0,0.0,82.0,Unknown,0.0003587962962962963,1,0,0,0,0,1,0.00042824074074074075,Low
1,131,XD-3702,2015-11-16 21:12:54,1,Story,Minor,To Do,3.0,0,0.0,Unknown,Unknown,5.183553240740741,0,0,0,0,0,0,6.970069444444444,Low
1,131,XD-3702,2015-11-16 21:14:18,2,Story,Minor,To Do,3.0,0,0.0,104.0,Unknown,5.184525462962963,0,0,1,0,0,1,6.970069444444444,Low
1,131,XD-3702,2015-11-17 20:29:26,3,Story,Minor,To Do,3.0,0,0.0,104.0,Unknown,6.153368055555555,0,0,1,0,0,2,6.970069444444444,Low
1,131,XD-3702,2015-11-18 14:15:43,4,Story,Minor,In Progress,3.0,0,0.0,104.0,Unknown,6.893842592592593,1,0,1,0,0,3,6.970069444444444,Low
1,132,XD-3701,2015-11-11 21:19:10,1,Story,Minor,To Do,1.0,0,0.0,Unknown,Unknown,0.23233796296296297,0,0,0,0,0,0,1.0631018518518518,Low
1,132,XD-3701,2015-11-11 21:19:24,2,Story,Minor,To Do,1.0,0,0.0,82.0,Unknown,0.2325,0,0,1,0,0,2,1.0631018518518518,Low
1,132,XD-3701,2015-11-11 21:25:40,3,Story,Minor,In Progress,1.0,0,0.0,82.0,Unknown,0.23685185185185184,1,0,1,0,0,3,1.0631018518518518,Low
1,134,XD-3699,2015-11-10 14:57:24,1,Bug,Minor,To Do,1.0,0,0.0,Unknown,Sprint 62,0.6662037037037037,0,0,0,0,0,0,0.7727430555555556,Low
1,134,XD-3699,2015-11-10 15:22:57,2,Improvement,Minor,To Do,1.0,0,0.0,Unknown,Sprint 62,0.6839467592592593,0,0,0,0,0,1,0.7727430555555556,Low
1,134,XD-3699,2015-11-10 15:23:01,3,Improvement,Minor,To Do,1.0,0,0.0,Unknown,Unknown,0.6839930555555556,0,0,0,0,0,2,0.7727430555555556,Low
1,134,XD-3699,2015-11-10 15:23:27,4,Improvement,Minor,To Do,1.0,0,0.0,94.0,Unknown,0.6842939814814815,0,0,1,0,0,3,0.7727430555555556,Low
1,134,XD-3699,2015-11-10 15:23:35,5,Improvement,Minor,In Progress,1.0,0,0.0,94.0,Unknown,0.6843865740740741,1,0,1,0,0,4,0.7727430555555556,Low
1,135,XD-3698,2015-11-11 16:22:57,1,Bug,Minor,To Do,1.0,0,0.0,93.0,Unknown,1.8088310185185186,0,0,0,0,0,0,3.750787037037037,Low
1,135,XD-3698,2015-11-12 21:34:00,2,Bug,Minor,In Progress,1.0,0,0.0,93.0,Unknown,3.024837962962963,1,0,0,0,0,1,3.750787037037037,Low
1,136,XD-3697,2015-11-09 20:22:30,1,Bug,Minor,To Do,1.0,0,0.0,Unknown,Sprint 61,0.16001157407407407,0,0,0,1,0,0,7.951469907407407,Medium
1,136,XD-3697,2015-11-09 20:47:30,2,Bug,Minor,To Do,1.0,0,0.0,82.0,Sprint 61,0.17737268518518517,0,0,1,1,0,3,7.951469907407407,Medium
1,136,XD-3697,2015-11-09 21:03:55,3,Bug,Minor,In Progress,1.0,0,0.0,82.0,Sprint 61,0.18877314814814813,1,0,1,1,0,4,7.951469907407407,Medium
1,136,XD-3697,2015-11-13 23:55:14,4,Bug,Minor,Done,1.0,0,0.0,82.0,Sprint 61,4.307743055555555,2,0,1,1,0,5,7.951469907407407,Medium
1,137,XD-3696,2015-11-13 23:56:15,1,Story,Minor,To Do,1.0,0,0.0,82.0,Unknown,4.313136574074074,0,0,0,0,0,0,8.010347222222222,Medium
1,137,XD-3696,2015-11-16 17:34:05,2,Story,Minor,To Do,1.0,0,0.0,82.0,Unknown,7.047743055555555,0,0,0,0,0,2,8.010347222222222,Medium
1,137,XD-3696,2015-11-16 17:44:05,3,Story,Minor,In Progress,1.0,0,0.0,82.0,Unknown,7.0546875,1,0,0,0,0,3,8.010347222222222,Medium
1,138,XD-3695,2015-11-12 20:06:43,1,Story,Minor,To Do,1.0,0,0.0,84.0,Unknown,3.1543287037037038,0,0,0,0,0,0,3.919467592592593,Low
1,138,XD-3695,2015-11-12 22:30:54,2,Story,Minor,In Progress,1.0,0,0.0,84.0,Unknown,3.2544560185185185,1,0,0,0,0,1,3.919467592592593,Low
1,140,XD-3693,2015-11-06 16:17:04,1,Story,Minor,To Do,1.0,0,0.0,Unknown,Sprint 62,0.0008217592592592593,0,0,0,0,0,0,0.9561458333333334,Low
1,140,XD-3693,2015-11-06 16:21:09,2,Story,Minor,To Do,1.0,0,0.0,82.0,Unknown,0.0036574074074074074,0,0,1,0,0,1,0.9561458333333334,Low
1,140,XD-3693,2015-11-06 16:41:29,3,Story,Minor,In Progress,1.0,0,0.0,82.0,Unknown,0.017777777777777778,1,0,1,0,0,3,0.9561458333333334,Low
1,141,XD-3692,2015-11-06 16:09:27,1,Story,Minor,To Do,5.0,0,0.0,71.0,Sprint 61,5.787037037037037e-05,0,0,0,0,0,0,17.935474537037038,Medium
1,141,XD-3692,2015-11-13 23:56:58,2,Story,Minor,In Progress,5.0,0,0.0,71.0,Unknown,7.324722222222222,1,0,0,0,0,0,17.935474537037038,Medium
1,141,XD-3692,2015-11-14 18:26:14,3,Story,Minor,In Progress,5.0,0,0.0,71.0,Sprint 62,8.095046296296296,1,0,0,0,0,2,17.935474537037038,Medium
1,141,XD-3692,2015-11-24 14:36:23,4,Story,Minor,In Progress,5.0,0,0.0,71.0,Unknown,17.93542824074074,1,0,0,0,0,0,17.935474537037038,Medium
1,142,XD-3691,2015-11-06 02:17:35,1,Bug,Minor,To Do,2.0,0,0.0,93.0,Unknown,0.0019212962962962964,0,0,0,0,0,0,11.583645833333334,Medium
1,142,XD-3691,2015-11-13 23:53:58,2,Bug,Minor,To Do,2.0,0,0.0,93.0,Unknown,7.9021875,0,0,0,0,0,0,11.583645833333334,Medium
1,142,XD-3691,2015-11-16 15:11:48,3,Bug,Minor,To Do,2.0,0,0.0,93.0,Unknown,10.539571759259259,0,0,0,0,0,2,11.583645833333334,Medium
1,142,XD-3691,2015-11-16 19:34:59,4,Bug,Minor,In Progress,2.0,0,0.0,93.0,Unknown,10.722337962962962,1,0,0,0,0,3,11.583645833333334,Medium
1,143,XD-3690,2015-11-05 21:49:40,1,Story,Minor,To Do,1.0,0,0.0,Unknown,Unknown,0.017997685185185186,0,0,0,0,0,0,12.95306712962963,Medium
1,143,XD-3690,2015-11-06 23:54:39,2,Story,Minor,To Do,1.0,0,0.0,84.0,Sprint 61,1.1047916666666666,0,0,1,0,0,1,12.95306712962963,Medium
1,143,XD-3690,2015-11-06 23:56:18,3,Story,Minor,In Progress,1.0,0,0.0,84.0,Sprint 61,1.1059375,1,0,1,0,0,3,12.95306712962963,Medium
1,143,XD-3690,2015-11-13 23:54:23,4,Story,Minor,Done,1.0,0,0.0,84.0,Sprint 61,8.10460648148148,2,0,1,0,0,3,12.95306712962963,Medium
1,144,XD-3689,2015-11-05 14:05:36,1,Story,Minor,To Do,3.0,0,0.0,108.0,Unknown,0.001412037037037037,0,0,0,0,0,0,0.20482638888888888,Low
1,144,XD-3689,2015-11-05 18:58:21,2,Story,Minor,In Progress,3.0,0,0.0,108.0,Unknown,0.20471064814814816,1,0,0,0,0,1,0.20482638888888888,Low
1,146,XD-3687,2015-11-04 16:37:15,1,Story,Minor,To Do,1.0,0,0.0,Unknown,Unknown,5.787037037037037e-05,0,0,0,0,0,0,1.0974537037037038,Low
1,146,XD-3687,2015-11-04 16:57:52,2,Story,Minor,To Do,1.0,0,0.0,108.0,Unknown,0.014375,0,0,1,0,0,1,1.0974537037037038,Low
1,146,XD-3687,2015-11-04 18:37:00,3,Story,Minor,To Do,1.0,0,0.0,108.0,Unknown,0.08321759259259259,0,0,1,0,0,2,1.0974537037037038,Low
1,146,XD-3687,2015-11-05 18:56:48,4,Story,Minor,In Progress,1.0,0,0.0,108.0,Unknown,1.0969675925925926,1,0,1,0,0,3,1.0974537037037038,Low
1,148,XD-3685,2015-11-02 21:02:29,1,Bug,Minor,To Do,3.0,0,0.0,Unknown,Unknown,0.00542824074074074,0,0,0,0,0,0,2.742951388888889,Low
1,148,XD-3685,2015-11-02 21:02:41,2,Bug,Minor,To Do,3.0,0,0.0,93.0,Unknown,0.005567129629629629,0,0,1,0,0,1,2.742951388888889,Low
1,148,XD-3685,2015-11-02 21:19:38,3,Bug,Minor,To Do,3.0,0,0.0,93.0,Unknown,0.01733796296296296,0,0,1,0,0,2,2.742951388888889,Low
1,148,XD-3685,2015-11-04 18:51:01,4,Bug,Minor,In Progress,3.0,0,0.0,93.0,Unknown,1.9141319444444445,1,0,1,0,0,3,2.742951388888889,Low
1,149,XD-3684,2015-11-02 20:17:08,1,Bug,Minor,To Do,3.0,0,0.0,108,Unknown,0.032372685185185185,0,0,0,0,0,0,11.129282407407407,Medium
1,149,XD-3684,2015-11-06 21:43:29,2,Bug,Minor,To Do,3.0,0,0.0,107.0,Unknown,4.092337962962963,0,0,1,0,0,1,11.129282407407407,Medium
1,149,XD-3684,2015-11-12 23:01:13,3,Bug,Minor,Done,3.0,0,0.0,107.0,Unknown,10.146319444444444,1,0,1,0,0,1,11.129282407407407,Medium
1,149,XD-3684,2015-11-13 19:35:05,4,Bug,Minor,In Progress,3.0,0,0.0,107.0,Unknown,11.003171296296296,2,0,1,0,0,2,11.129282407407407,Medium
1,150,XD-3683,2015-11-03 19:41:42,1,Bug,Minor,To Do,1.0,0,0.0,108.0,Unknown,1.0095949074074073,0,0,0,0,0,0,8.978958333333333,Medium
1,150,XD-3683,2015-11-03 19:42:00,2,Bug,Minor,In Progress,1.0,0,0.0,108.0,Unknown,1.0098032407407407,1,0,0,0,0,1,8.978958333333333,Medium
1,151,XD-3682,2015-11-06 17:28:04,1,Story,Minor,Done,3.0,0,0.0,Unknown,Sprint 62,4.002696759259259,0,0,0,0,0,0,4.002743055555555,Low
1,152,XD-3681,2015-11-02 17:24:45,1,Bug,Minor,Done,1.0,0,0.0,Unknown,Sprint 62,0.0006828703703703704,0,0,0,0,0,0,4.002893518518518,Low
1,152,XD-3681,2015-11-06 17:27:51,2,Story,Minor,Done,1.0,0,0.0,Unknown,Sprint 62,4.002835648148148,0,0,0,0,0,1,4.002893518518518,Low
1,153,XD-3680,2015-11-02 17:40:20,1,Bug,Minor,To Do,1.0,0,0.0,Unknown,Sprint 61,0.011840277777777778,0,0,0,0,0,0,11.958368055555555,Medium
1,153,XD-3680,2015-11-06 11:01:16,2,Story,Minor,To Do,1.0,0,0.0,Unknown,Sprint 61,3.7347106481481482,0,0,0,0,0,1,11.958368055555555,Medium
1,153,XD-3680,2015-11-06 11:01:20,3,Story,Minor,To Do,1.0,0,0.0,94.0,Sprint 61,3.7347569444444444,0,0,1,0,0,2,11.958368055555555,Medium
1,153,XD-3680,2015-11-13 23:56:04,4,Story,Minor,In Progress,1.0,0,0.0,94.0,Unknown,11.272766203703704,1,0,1,0,0,0,11.958368055555555,Medium
1,153,XD-3680,2015-11-14 16:22:53,5,Story,Minor,In Progress,1.0,0,0.0,94.0,Unknown,11.958055555555555,1,0,1,0,0,2,11.958368055555555,Medium
1,154,XD-3679,2015-11-02 17:22:32,1,Bug,Minor,Done,3.0,0,0.0,Unknown,Sprint 61,0.000625,0,0,0,0,0,0,4.004247685185185,Low
1,154,XD-3679,2015-11-02 17:35:46,2,Story,Minor,Done,3.0,0,0.0,Unknown,Sprint 61,0.009814814814814814,0,0,0,0,0,1,4.004247685185185,Low
1,154,XD-3679,2015-11-06 17:27:40,3,Story,Minor,Done,3.0,0,0.0,Unknown,Sprint 62,4.004189814814815,0,0,0,0,0,2,4.004247685185185,Low
