ID,Issue_Key,Project_ID,Type,Priority,Status,Resolution,Creation_Date,Estimation_Date,Resolution_Date,Last_Updated,Story_Point,Timespent,In_Progress_Minutes,Total_Effort_Minutes,Resolution_Time_Minutes,Assignee_ID
402608,TIMOB-28176,12,Bug,Medium,Resolved,,2020-10-07 19:38:22,2020-10-07 19:38:22,,2020-10-23 02:37:28,3.0,,8448.0,17392.0,0.0,166019.0
402609,TIMOB-28175,12,Bug,Critical,Closed,Duplicate,2020-10-07 15:15:35,,2020-10-07 17:55:52,2020-10-07 17:55:52,,,0.0,0.0,160.0,
402610,TIMOB-28174,12,Bug,Low,In QE Test,,2020-09-30 07:35:57,,,2020-10-23 02:32:46,,,7279.0,0.0,0.0,166018.0
402611,TIMOB-28173,12,Improvement,Medium,Resolved,,2020-10-05 22:17:55,2020-10-05 22:17:55,,2020-10-23 02:37:28,1.0,,1638.0,6447.0,0.0,166019.0
402612,TIMOB-28167,12,Bug,Medium,In Progress,,2020-10-05 01:45:54,2020-10-05 01:45:54,,2020-10-23 02:32:46,5.0,,0.0,0.0,0.0,166018.0
402613,TIMOB-28166,12,Bug,Medium,In Progress,,2020-10-05 01:39:19,2020-10-05 01:39:19,,2020-10-23 02:32:46,5.0,,0.0,0.0,0.0,166018.0
402614,TIMOB-28165,12,Bug,Medium,In Progress,,2020-10-05 01:34:30,2020-10-05 01:34:30,,2020-10-23 02:32:46,5.0,,0.0,0.0,0.0,166018.0
402615,TIMOB-28164,12,Bug,Medium,In Progress,,2020-10-05 01:27:01,2020-10-05 01:27:01,,2020-10-23 02:32:46,5.0,,0.0,0.0,0.0,166018.0
402616,TIMOB-28163,12,Bug,Medium,In Progress,,2020-10-05 01:15:57,2020-10-05 01:15:57,,2020-10-23 02:32:46,5.0,,0.0,0.0,0.0,166018.0
402617,TIMOB-28162,12,Bug,Medium,In Progress,,2020-10-05 01:12:16,2020-10-05 01:12:16,,2020-10-23 02:32:46,5.0,,0.0,0.0,0.0,166018.0
402618,TIMOB-28161,12,Bug,High,Open,,2020-10-03 05:16:27,,,2020-10-03 05:16:59,,,0.0,0.0,0.0,166019.0
402619,TIMOB-28160,12,Bug,None,In Progress,,2020-10-02 09:13:34,,,2020-10-22 17:54:30,,,4609.0,0.0,0.0,166011.0
402620,TIMOB-28159,12,Bug,Critical,Closed,Fixed,2020-10-02 00:26:43,,2020-10-06 15:53:17,2020-10-06 15:53:17,,,0.0,4489.0,6686.0,166014.0
402621,TIMOB-28158,12,Bug,High,Closed,Fixed,2020-10-01 09:46:13,,2020-10-05 14:00:15,2020-10-05 16:13:09,,,109.0,485.0,6014.0,166011.0
402622,TIMOB-28157,12,Improvement,,Open,,2020-06-27 12:31:36,,,2020-09-30 13:12:59,,,0.0,0.0,0.0,166011.0
402623,TIMOB-28156,12,Bug,Critical,Closed,Fixed,2020-09-29 23:36:32,,2020-10-05 14:43:28,2020-10-05 16:14:13,,,16.0,2414.0,8106.0,166014.0
402624,TIMOB-28155,12,Bug,Critical,Open,,2020-09-26 16:51:56,,,2020-10-13 19:08:50,,,0.0,0.0,0.0,166014.0
402625,TIMOB-28154,12,Bug,Critical,Closed,Fixed,2020-09-24 15:41:16,,2020-10-06 18:25:39,2020-10-06 18:25:39,,,637.0,8686.0,17444.0,166011.0
402626,TIMOB-28153,12,Bug,Medium,Open,,2020-09-24 14:50:46,,,2020-10-01 11:10:06,,,0.0,0.0,0.0,166011.0
402627,TIMOB-28152,12,Bug,None,Closed,Fixed,2020-09-24 12:55:06,,2020-10-02 14:25:13,2020-10-02 14:25:13,,,1538.0,7417.0,11610.0,166007.0
402628,TIMOB-28151,12,Bug,High,Closed,Fixed,2020-09-24 09:38:43,2020-09-24 09:38:43,2020-09-24 14:45:32,2020-10-02 14:45:19,3.0,,21.0,303.0,306.0,166007.0
402629,TIMOB-28150,12,Bug,Critical,Closed,Fixed,2020-09-23 09:38:33,,2020-10-02 14:17:10,2020-10-02 14:17:10,,,26.0,5443.0,13238.0,166014.0
402630,TIMOB-28149,12,Bug,High,Resolved,,2020-09-22 14:43:14,2020-09-22 14:43:14,,2020-10-08 15:43:01,3.0,,47.0,21190.0,0.0,166019.0
402631,TIMOB-28148,12,Bug,Critical,Closed,Fixed,2020-09-22 12:23:11,2020-09-22 12:23:11,2020-10-07 17:41:23,2020-10-07 17:41:32,5.0,,1449.0,13947.0,21918.0,166014.0
402632,TIMOB-28147,12,New Feature,Critical,Closed,Fixed,2020-08-04 02:50:25,2020-08-04 02:50:25,2020-09-23 00:49:13,2020-09-23 21:15:13,5.0,,0.0,0.0,71878.0,166009.0
402633,TIMOB-28146,12,Improvement,Medium,Closed,Fixed,2020-09-18 17:21:23,2020-09-18 17:21:23,2020-10-22 22:23:16,2020-10-22 22:23:16,3.0,,7812.0,25443.0,49261.0,166019.0
402634,TIMOB-28145,12,Improvement,Medium,Open,,2020-09-18 17:13:03,,,2020-10-08 01:51:11,,,0.0,0.0,0.0,166014.0
402635,TIMOB-28144,12,Bug,High,Open,,2020-09-17 08:44:41,,,2020-09-17 08:49:59,,,0.0,0.0,0.0,
402636,TIMOB-28143,12,Bug,High,Closed,Fixed,2020-09-16 19:44:15,2020-09-16 19:44:15,2020-09-18 17:53:54,2020-09-18 17:53:54,3.0,,0.0,1403.0,2769.0,166009.0
402637,TIMOB-28142,12,Bug,High,Closed,Fixed,2020-09-16 19:41:14,,2020-09-18 21:29:07,2020-09-18 21:29:07,,,0.0,2762.0,2987.0,166009.0
402638,TIMOB-28141,12,New Feature,High,Open,,2020-09-16 14:14:38,,,2020-09-17 08:50:30,,,0.0,0.0,0.0,
402639,TIMOB-28140,12,Improvement,Low,Resolved,,2020-09-16 04:32:58,2020-09-16 04:32:58,,2020-10-08 15:42:52,5.0,,4285.0,32237.0,0.0,166019.0
402640,TIMOB-28139,12,Bug,None,Open,,2020-09-15 21:20:40,,,2020-09-23 18:34:38,,,0.0,0.0,0.0,166007.0
402641,TIMOB-28138,12,Bug,Critical,Closed,Fixed,2020-09-15 21:00:11,2020-09-15 21:00:11,2020-09-22 15:49:57,2020-09-23 18:08:00,8.0,,1.0,6934.0,9769.0,166014.0
402642,TIMOB-28137,12,Bug,None,Closed,Fixed,2020-09-15 15:57:18,2020-09-15 15:57:18,2020-09-15 17:35:27,2020-09-15 17:42:15,1.0,,10.0,96.0,98.0,166007.0
402643,TIMOB-28136,12,Bug,Critical,Open,,2020-09-07 20:12:44,,,2020-10-07 22:23:40,,,0.0,0.0,0.0,166014.0
402644,TIMOB-28132,12,Bug,None,Closed,Fixed,2020-09-14 17:13:58,,2020-09-28 17:52:21,2020-09-28 17:52:21,,,3.0,20198.0,20198.0,166007.0
402645,TIMOB-28131,12,Bug,Critical,Open,,2020-09-14 11:51:00,,,2020-09-18 19:15:59,,,0.0,0.0,0.0,
402646,TIMOB-28130,12,Bug,Critical,Closed,Fixed,2020-09-13 19:43:40,,2020-09-16 13:04:10,2020-09-16 13:04:10,,,9.0,1850.0,3920.0,166007.0
402647,TIMOB-28129,12,Bug,Medium,Closed,Fixed,2020-09-12 16:20:41,2020-09-12 16:20:41,2020-09-16 14:09:29,2020-09-16 14:09:29,3.0,,0.0,1820.0,5628.0,166014.0
402648,TIMOB-28128,12,Bug,Critical,Closed,Fixed,2020-09-11 18:16:53,2020-09-11 18:16:53,2020-09-22 22:42:57,2020-09-22 22:43:07,8.0,,0.0,0.0,16106.0,166009.0
402649,TIMOB-28127,12,Bug,High,Closed,Fixed,2020-09-11 17:22:29,2020-09-11 17:22:29,2020-10-02 14:38:26,2020-10-02 14:38:26,8.0,,10386.0,15434.0,30075.0,166009.0
402650,TIMOB-28126,12,Bug,High,Closed,Fixed,2020-09-09 23:48:42,,2020-09-28 17:23:17,2020-09-28 17:23:17,,,6.0,2253.0,26974.0,166018.0
402651,TIMOB-28125,12,Improvement,Low,Open,,2020-09-10 22:37:22,,,2020-09-10 22:37:48,,,0.0,0.0,0.0,166019.0
402652,TIMOB-28124,12,Story,High,Resolved,,2020-09-10 10:13:28,,,2020-10-16 14:31:40,,,0.0,34074.0,0.0,166009.0
402653,TIMOB-28123,12,New Feature,Low,Open,,2020-09-10 09:07:15,,,2020-10-08 01:51:26,,,0.0,0.0,0.0,
402654,TIMOB-28122,12,Bug,Low,Open,,2020-09-10 06:37:00,,,2020-09-10 06:37:00,,,0.0,0.0,0.0,166019.0
402655,TIMOB-28121,12,Improvement,Low,Open,,2020-09-10 05:57:59,,,2020-09-10 05:58:37,,,0.0,0.0,0.0,166019.0
402656,TIMOB-28120,12,Improvement,Low,Open,,2020-09-10 05:28:12,,,2020-09-10 05:29:53,,,0.0,0.0,0.0,166019.0
402657,TIMOB-28119,12,Improvement,Low,Open,,2020-09-10 05:07:31,,,2020-09-10 05:58:37,,,0.0,0.0,0.0,166019.0
402658,TIMOB-28118,12,Improvement,Low,Open,,2020-09-10 04:58:53,,,2020-09-10 23:02:09,,,0.0,0.0,0.0,166019.0
402659,TIMOB-28117,12,Improvement,Low,Open,,2020-09-10 04:32:06,,,2020-09-10 22:37:48,,,0.0,0.0,0.0,166019.0
402660,TIMOB-28116,12,Bug,Critical,Closed,Fixed,2020-09-09 11:00:35,,2020-09-10 16:00:21,2020-09-22 23:07:43,,,0.0,1251.0,1739.0,166009.0
402661,TIMOB-28115,12,Bug,None,Open,,2020-09-08 22:26:57,,,2020-09-10 22:52:39,,,0.0,0.0,0.0,166014.0
402662,TIMOB-28114,12,Epic,High,Open,,2020-09-08 19:02:57,,,2020-09-10 23:37:53,,,0.0,0.0,0.0,166019.0
402663,TIMOB-28113,12,Bug,Critical,Closed,Fixed,2020-09-08 16:17:34,2020-09-08 16:17:34,2020-09-11 14:25:18,2020-09-11 14:25:18,5.0,,1339.0,2252.0,4207.0,166014.0
402664,TIMOB-28112,12,Bug,High,Closed,Fixed,2020-09-08 12:42:27,2020-09-08 12:42:27,2020-09-09 12:40:30,2020-09-10 12:23:27,3.0,,3.0,1365.0,1438.0,166007.0
402665,TIMOB-28111,12,Bug,None,In Review,,2020-09-04 16:16:08,,,2020-10-23 02:32:46,,,1.0,0.0,0.0,166014.0
402666,TIMOB-28110,12,Bug,None,Closed,Fixed,2020-09-03 21:29:22,,2020-09-11 15:24:40,2020-09-11 15:24:40,,,0.0,2405.0,11155.0,166014.0
402667,TIMOB-28109,12,Bug,Critical,Open,,2020-09-03 12:44:29,,,2020-09-29 13:05:32,,,0.0,0.0,0.0,166014.0
402668,TIMOB-28108,12,Bug,Critical,Closed,Fixed,2020-09-02 04:37:00,,2020-09-09 11:49:03,2020-09-09 11:49:03,,,0.0,1336.0,10512.0,166026.0
402669,TIMOB-28105,12,Bug,Low,Resolved,,2020-09-01 03:18:04,2020-09-01 03:18:04,,2020-10-23 02:36:35,3.0,,318.0,63130.0,0.0,166019.0
402670,TIMOB-28104,12,New Feature,High,Closed,Fixed,2020-08-28 12:51:36,2020-08-28 12:51:36,2020-09-09 15:05:10,2020-09-09 15:05:10,8.0,,0.0,7141.0,17413.0,166009.0
402671,TIMOB-28103,12,Bug,Critical,Closed,Fixed,2020-08-28 11:51:13,,2020-09-11 15:27:44,2020-09-18 17:09:23,,,11348.0,13753.0,20376.0,166014.0
402672,TIMOB-28102,12,Improvement,Low,Resolved,,2020-08-26 23:17:37,2020-08-26 23:17:37,,2020-10-09 19:52:07,1.0,,10.0,9768.0,0.0,166019.0
402673,TIMOB-28101,12,Bug,Critical,Closed,Fixed,2020-08-26 08:04:33,,2020-09-08 16:05:07,2020-09-08 16:05:07,,,10.0,11212.0,19200.0,166014.0
402674,TIMOB-28100,12,Bug,Critical,Closed,Fixed,2020-08-26 01:09:32,,2020-09-08 14:37:31,2020-09-25 12:00:48,,,8.0,3089.0,19527.0,166007.0
402675,TIMOB-28099,12,Bug,High,Closed,Fixed,2020-08-26 15:29:45,2020-08-26 15:29:45,2020-09-22 23:10:30,2020-09-22 23:10:30,5.0,,1494.0,7372.0,39340.0,166011.0
402676,TIMOB-28098,12,New Feature,Low,Closed,Fixed,2020-08-26 14:38:47,2020-08-26 14:38:47,2020-09-09 15:19:05,2020-09-09 15:19:05,5.0,,4.0,7103.0,20200.0,166009.0
402677,TIMOB-28096,12,Bug,Critical,Open,,2020-08-25 12:08:33,,,2020-09-08 19:04:17,,,0.0,0.0,0.0,
402678,TIMOB-28095,12,Bug,None,Resolved,,2020-08-24 19:10:40,,,2020-08-26 10:28:08,,,72.0,181.0,0.0,166014.0
402679,TIMOB-28094,12,Bug,Medium,Closed,Fixed,2020-08-22 22:09:44,2020-08-22 22:09:44,2020-08-24 15:01:00,2020-09-08 16:53:16,3.0,,0.0,82.0,2451.0,166009.0
402680,TIMOB-28093,12,Improvement,Medium,Closed,Fixed,2020-08-20 21:41:13,2020-08-20 21:41:13,2020-09-10 13:24:02,2020-09-10 13:24:02,3.0,,0.0,18193.0,29742.0,166019.0
402681,TIMOB-28092,12,Bug,Critical,Closed,Fixed,2020-08-20 16:25:40,2020-08-20 16:25:40,2020-08-25 05:19:18,2020-08-25 05:19:18,5.0,,5.0,6259.0,6533.0,166018.0
402682,TIMOB-28091,12,Bug,Critical,Closed,Fixed,2020-08-20 00:23:09,,2020-09-10 13:34:08,2020-09-10 13:34:08,,,53.0,6048.0,31030.0,166007.0
402683,TIMOB-28089,12,Improvement,None,Open,,2020-08-19 11:31:48,,,2020-08-19 20:40:44,,,0.0,0.0,0.0,
402684,TIMOB-28088,12,Improvement,Medium,In Progress,,2020-08-19 00:00:34,2020-08-19 00:00:34,,2020-10-23 02:32:46,21.0,,0.0,0.0,0.0,166018.0
402685,TIMOB-28087,12,New Feature,Low,Resolved,,2020-08-18 01:22:16,2020-08-18 01:22:16,,2020-09-28 15:33:03,5.0,,114.0,59848.0,0.0,166019.0
402686,TIMOB-28086,12,Improvement,Medium,Open,,2020-08-17 23:21:48,,,2020-08-17 23:25:24,,,0.0,0.0,0.0,166019.0
402687,TIMOB-28085,12,Bug,Low,Open,,2020-08-15 01:02:24,,,2020-08-15 06:43:22,,,0.0,0.0,0.0,166019.0
402688,TIMOB-28084,12,Bug,Low,Resolved,,2020-08-15 00:49:29,2020-08-15 00:49:29,,2020-09-28 15:32:54,3.0,,4111.0,63846.0,0.0,166019.0
402689,TIMOB-28083,12,Improvement,Medium,Open,,2020-08-13 23:47:45,,,2020-08-13 23:49:13,,,0.0,0.0,0.0,166019.0
402690,TIMOB-28082,12,Improvement,Low,Open,,2020-08-13 23:35:17,2020-08-13 23:35:17,,2020-08-13 23:49:21,1.0,,0.0,0.0,0.0,166019.0
402691,TIMOB-28081,12,Bug,Low,Resolved,,2020-08-12 01:07:06,2020-08-12 01:07:06,,2020-09-28 15:32:45,3.0,,21.0,46823.0,0.0,166019.0
402692,TIMOB-28080,12,New Feature,High,Resolved,,2017-09-14 05:21:26,,,2020-09-28 15:31:31,,,5967.0,54191.0,0.0,166019.0
402693,TIMOB-28079,12,Bug,Medium,In QE Test,,2020-08-11 22:12:41,2020-08-11 22:12:41,,2020-10-23 18:19:30,3.0,,7.0,0.0,0.0,166018.0
402694,TIMOB-28078,12,New Feature,High,Closed,Fixed,2020-08-11 19:53:47,2020-08-11 19:53:47,2020-09-11 19:54:03,2020-09-11 19:54:03,5.0,,297.0,27020.0,44640.0,166014.0
402695,TIMOB-28077,12,Improvement,High,Closed,Fixed,2020-08-11 19:39:28,2020-08-11 19:39:28,2020-09-11 18:31:13,2020-09-11 18:31:13,3.0,,1031.0,24209.0,44571.0,166014.0
402696,TIMOB-28073,12,Bug,High,Closed,Fixed,2020-08-07 03:06:24,2020-08-07 03:06:24,2020-08-11 11:24:17,2020-08-11 11:24:17,3.0,,12.0,6256.0,6257.0,166019.0
402697,TIMOB-28072,12,Improvement,High,Closed,Fixed,2020-08-06 20:25:36,,2020-09-10 15:59:37,2020-09-16 13:54:32,,,0.0,9857.0,50134.0,166009.0
402698,TIMOB-28071,12,Improvement,None,Closed,Fixed,2020-08-06 18:28:33,,2020-09-25 18:18:55,2020-09-25 18:18:55,,,0.0,0.0,71990.0,166014.0
402699,TIMOB-28070,12,Improvement,Low,Closed,Fixed,2020-08-05 22:13:25,2020-08-05 22:13:25,2020-09-08 13:09:31,2020-09-08 13:09:31,1.0,,5.0,26828.0,48416.0,166019.0
402700,TIMOB-28067,12,Bug,Critical,Closed,Fixed,2020-08-04 15:03:44,,2020-08-25 00:40:38,2020-08-28 19:36:52,,,0.0,22772.0,29376.0,166014.0
402701,TIMOB-28064,12,Bug,Critical,Closed,Fixed,2020-08-03 21:08:12,2020-08-03 21:08:12,2020-08-11 15:14:05,2020-08-11 15:14:05,3.0,,6.0,10872.0,11165.0,166018.0
402702,TIMOB-28062,12,Bug,High,Closed,Fixed,2020-08-02 12:08:36,2020-08-02 12:08:36,2020-08-17 18:51:42,2020-09-13 19:44:35,5.0,,0.0,15366.0,22003.0,166014.0
402703,TIMOB-28061,12,New Feature,Low,Closed,Fixed,2020-08-01 03:33:55,2020-08-01 03:33:55,2020-08-18 15:28:57,2020-08-26 14:38:47,5.0,,110.0,25186.0,25195.0,166019.0
402704,TIMOB-28060,12,Bug,None,Closed,Duplicate,2020-07-31 08:17:29,,2020-08-13 17:02:44,2020-08-13 17:03:32,,,0.0,0.0,19245.0,166018.0
402705,TIMOB-28059,12,Improvement,High,Closed,Fixed,2020-07-30 04:52:40,,2020-10-22 22:19:42,2020-10-22 22:19:42,,,13528.0,29569.0,122007.0,166019.0
402706,TIMOB-28058,12,Improvement,High,Resolved,,2020-07-30 04:09:15,2020-07-30 04:09:15,,2020-10-23 02:36:19,8.0,,11085.0,20029.0,0.0,166019.0
402707,TIMOB-28057,12,Improvement,High,Resolved,,2020-07-30 03:14:57,,,2020-10-08 15:42:22,,,11532.0,39485.0,0.0,166019.0
402708,TIMOB-28056,12,Bug,None,Closed,Not Our Bug,2020-07-29 14:08:25,,2020-08-20 13:01:18,2020-08-20 13:01:18,,,103.0,103.0,31612.0,166007.0
402709,TIMOB-28054,12,Bug,None,Closed,Fixed,2020-07-27 23:38:16,,2020-08-05 18:29:23,2020-08-05 18:29:23,,,4780.0,6047.0,12651.0,166011.0
402710,TIMOB-28053,12,Bug,None,Open,,2020-07-27 14:48:41,,,2020-07-30 02:30:48,,,0.0,0.0,0.0,166014.0
402711,TIMOB-28051,12,New Feature,Low,Resolved,,2020-07-25 02:10:33,2020-07-25 02:10:33,,2020-10-08 15:42:12,3.0,,55.0,58113.0,0.0,166019.0
402712,TIMOB-28050,12,Story,Medium,In QE Test,,2020-07-25 01:49:05,,,2020-10-23 02:32:45,,,1529.0,0.0,0.0,166019.0
402713,TIMOB-28049,12,Story,High,Resolved,Done,2020-07-25 01:20:26,2020-07-25 01:20:26,2020-09-19 06:09:32,2020-09-19 06:09:32,3.0,,8425.0,8425.0,80929.0,166019.0
402714,TIMOB-28048,12,Bug,,In Review,,2020-07-25 01:09:36,,,2020-07-25 01:14:42,,,0.0,0.0,0.0,166018.0
402715,TIMOB-28047,12,Improvement,High,Open,,2020-07-25 00:06:43,2020-07-25 00:06:43,,2020-07-25 00:06:43,3.0,,0.0,0.0,0.0,166019.0
402716,TIMOB-28046,12,Improvement,High,Resolved,,2020-07-25 00:02:13,,,2020-08-13 22:35:32,,,9.0,24248.0,0.0,166019.0
402717,TIMOB-28045,12,Epic,High,Open,,2020-07-24 23:57:26,,,2020-10-09 01:06:24,,,0.0,0.0,0.0,166019.0
402718,TIMOB-28042,12,Bug,Critical,Closed,Fixed,2020-07-23 17:44:16,,2020-08-20 14:23:22,2020-09-08 13:02:52,,,0.0,21101.0,40119.0,166014.0
402719,TIMOB-28041,12,Story,High,Resolved,Done,2020-07-23 17:17:04,2020-07-23 17:17:04,2020-07-24 18:12:54,2020-08-14 15:29:15,13.0,,1277.0,1277.0,1495.0,166009.0
402720,TIMOB-28040,12,Improvement,High,Open,,2020-07-23 17:11:44,,,2020-07-23 17:13:04,,,0.0,0.0,0.0,
402721,TIMOB-28039,12,Improvement,High,Open,,2020-07-23 17:11:27,,,2020-07-23 17:11:44,,,0.0,0.0,0.0,
402722,TIMOB-28037,12,Bug,Medium,Open,,2020-07-22 22:26:03,,,2020-10-23 02:32:44,,,0.0,0.0,0.0,166009.0
402723,TIMOB-28035,12,Bug,None,Closed,Not Our Bug,2020-07-21 15:19:11,,2020-08-21 14:28:28,2020-08-21 14:28:28,,,0.0,0.0,44589.0,166018.0
402724,TIMOB-28034,12,Bug,None,Closed,Invalid,2020-07-21 14:41:51,,2020-07-21 14:50:00,2020-07-21 14:50:00,,,0.0,0.0,8.0,
402725,TIMOB-28031,12,Bug,High,Closed,Fixed,2020-07-17 18:39:18,2020-07-17 18:39:18,2020-07-17 19:10:01,2020-07-17 19:10:06,3.0,,9.0,9.0,30.0,166009.0
402726,TIMOB-28030,12,Story,None,Closed,Fixed,2020-07-17 15:08:02,2020-07-17 15:08:02,2020-09-10 13:06:02,2020-09-10 13:06:02,3.0,,168.0,41016.0,79078.0,166019.0
402727,TIMOB-28029,12,Improvement,None,Open,,2020-07-17 14:43:17,,,2020-07-17 14:43:55,,,0.0,0.0,0.0,166007.0
402728,TIMOB-28027,12,Bug,Low,Resolved,,2020-07-16 23:43:44,2020-07-16 23:43:44,,2020-10-08 15:41:48,3.0,,1193.0,111295.0,0.0,166019.0
402729,TIMOB-28025,12,Story,Critical,Closed,Fixed,2020-07-16 14:40:05,2020-07-16 14:40:05,2020-09-22 18:28:45,2020-09-22 23:10:55,8.0,,98146.0,98146.0,98148.0,166009.0
402730,TIMOB-28020,12,Bug,High,Closed,Fixed,2020-07-15 22:01:22,2020-07-15 22:01:22,2020-07-28 20:37:11,2020-07-28 20:37:14,3.0,,2.0,2675.0,18635.0,166018.0
402731,TIMOB-28018,12,Bug,High,Open,,2020-07-13 17:47:21,,,2020-10-23 02:32:45,,,0.0,0.0,0.0,166018.0
402732,TIMOB-28017,12,Improvement,None,Open,,2020-07-14 10:37:00,,,2020-07-14 10:37:00,,,0.0,0.0,0.0,166044.0
402733,TIMOB-28016,12,Bug,None,Closed,Fixed,2020-07-14 00:56:16,2020-07-14 00:56:16,2020-08-25 01:33:03,2020-08-25 01:33:03,3.0,,4510.0,4697.0,60516.0,166018.0
402734,TIMOB-28015,12,New Feature,None,Open,,2020-07-13 21:46:50,,,2020-07-29 04:21:11,,,0.0,0.0,0.0,166045.0
402735,TIMOB-28012,12,New Feature,High,Closed,Fixed,2020-07-10 19:12:10,2020-07-10 19:12:10,2020-09-08 16:26:34,2020-09-08 16:26:34,5.0,,10068.0,62855.0,86234.0,166014.0
402736,TIMOB-28008,12,Bug,Critical,Closed,Done,2020-07-07 06:56:43,,2020-10-02 15:17:34,2020-10-02 15:17:34,,,0.0,0.0,125780.0,166024.0
402737,TIMOB-28005,12,Bug,None,Closed,Invalid,2020-07-07 17:36:05,,2020-07-08 18:33:15,2020-07-08 21:49:13,,,0.0,0.0,1497.0,166018.0
402738,TIMOB-27997,12,Bug,High,Closed,Fixed,2020-07-02 20:35:42,2020-07-02 20:35:42,2020-08-06 10:21:31,2020-08-06 10:21:31,5.0,,3.0,15695.0,49785.0,166009.0
402739,TIMOB-27995,12,Bug,Low,Open,,2020-07-02 05:54:52,,,2020-10-19 11:20:05,,,0.0,0.0,0.0,
402740,TIMOB-27994,12,Bug,None,Closed,Fixed,2020-07-01 13:25:45,2020-07-01 13:25:45,2020-07-29 19:27:30,2020-07-29 19:27:30,5.0,,0.0,2976.0,40681.0,166014.0
402741,TIMOB-27990,12,Bug,Critical,Closed,Duplicate,2020-06-27 04:20:44,,2020-07-17 21:18:29,2020-07-17 21:18:29,,,54.0,25905.0,29817.0,166018.0
