ID,Issue_Key,Project_ID,Creation_Date,Estimation_Date,Type,Priority,Story_Point,estimated_duration_days,has_assignee,has_sprint,delay_days,task_risk_level
101,XD-3732,1,2016-01-13 23:26:01+00:00,2016-01-13 23:26:01+00:00,Bug,Minor,2.0,,0,0,0.6251851851851852,Low
102,XD-3731,1,2016-01-13 15:17:04+00:00,2016-01-13 15:17:04+00:00,Improvement,Minor,1.0,,1,1,30.287060185185187,High
103,XD-3730,1,2016-01-08 15:53:20+00:00,2016-01-08 15:53:20+00:00,Bug,Critical,3.0,,0,0,51.15511574074074,High
108,XD-3725,1,2015-12-17 18:11:37+00:00,2015-12-17 18:11:37+00:00,Bug,Blocker,1.0,,1,1,7.253240740740741,Medium
112,XD-3721,1,2015-12-14 18:40:55+00:00,2015-12-14 18:40:55+00:00,Bug,Major,1.0,,1,1,51.08512731481481,High
114,XD-3719,1,2015-12-09 06:21:39+00:00,2015-12-09 06:21:39+00:00,Bug,Major,2.0,,0,1,61.51037037037037,High
115,XD-3718,1,2015-12-08 14:19:48+00:00,2015-12-08 14:19:48+00:00,Improvement,Minor,1.0,,1,0,77.12072916666666,High
117,XD-3716,1,2015-12-02 23:15:01+00:00,2015-12-02 23:15:01+00:00,Improvement,Minor,2.0,,1,1,71.95469907407407,High
118,XD-3715,1,2015-11-30 15:11:45+00:00,2015-11-30 15:11:45+00:00,Story,Minor,5.0,,1,1,8.21800925925926,Medium
119,XD-3714,1,2015-11-30 14:33:01+00:00,2015-11-30 14:33:01+00:00,Story,Minor,3.0,,1,1,2.0881712962962964,Low
124,XD-3709,1,2015-11-21 16:59:25+00:00,2015-11-21 16:59:25+00:00,Bug,Minor,1.0,,1,1,26.053171296296295,High
125,XD-3708,1,2015-11-16 19:16:45+00:00,2015-11-16 19:16:45+00:00,Story,Minor,1.0,,1,1,1.9496527777777777,Low
127,XD-3706,1,2015-11-12 17:17:26+00:00,2015-11-12 17:17:26+00:00,Bug,Minor,1.0,,1,0,1.9472453703703703,Low
128,XD-3705,1,2015-11-12 15:57:59+00:00,2015-11-12 15:57:59+00:00,Story,Minor,5.0,,1,1,0.00042824074074074075,Low
131,XD-3702,1,2015-11-11 16:48:35+00:00,2015-11-11 16:48:35+00:00,Story,Minor,3.0,,1,1,6.970069444444444,Medium
132,XD-3701,1,2015-11-11 15:44:36+00:00,2015-11-11 15:44:36+00:00,Story,Minor,1.0,,1,1,1.0631018518518518,Low
134,XD-3699,1,2015-11-09 22:58:04+00:00,2015-11-09 22:58:04+00:00,Improvement,Minor,1.0,,1,1,0.7727430555555556,Low
135,XD-3698,1,2015-11-09 20:58:14+00:00,2015-11-09 20:58:14+00:00,Bug,Minor,1.0,,1,1,3.750787037037037,Low
136,XD-3697,1,2015-11-09 16:32:05+00:00,2015-11-09 16:32:05+00:00,Bug,Minor,1.0,,1,1,7.951469907407407,Medium
137,XD-3696,1,2015-11-09 16:25:20+00:00,2015-11-09 16:25:20+00:00,Story,Minor,1.0,,1,1,8.010347222222222,Medium
138,XD-3695,1,2015-11-09 16:24:29+00:00,2015-11-09 16:24:29+00:00,Story,Minor,1.0,,1,1,3.919467592592593,Low
140,XD-3693,1,2015-11-06 16:15:53+00:00,2015-11-06 16:15:53+00:00,Story,Minor,1.0,,1,1,0.9561458333333334,Low
141,XD-3692,1,2015-11-06 16:09:22+00:00,2015-11-06 16:09:22+00:00,Story,Minor,5.0,,1,1,17.935474537037038,Medium
142,XD-3691,1,2015-11-06 02:14:49+00:00,2015-11-06 02:14:49+00:00,Bug,Minor,2.0,,1,1,11.583645833333334,Medium
143,XD-3690,1,2015-11-05 21:23:45+00:00,2015-11-05 21:23:45+00:00,Story,Minor,1.0,,1,1,12.95306712962963,Medium
144,XD-3689,1,2015-11-05 14:03:34+00:00,2015-11-05 14:03:34+00:00,Story,Minor,3.0,,1,1,0.20482638888888888,Low
146,XD-3687,1,2015-11-04 16:37:10+00:00,2015-11-04 16:37:10+00:00,Story,Minor,1.0,,1,1,1.0974537037037038,Low
147,XD-3686,1,2015-11-04 13:44:00+00:00,2015-11-04 13:44:00+00:00,Bug,Minor,1.0,,0,0,0.07021990740740741,Low
148,XD-3685,1,2015-11-02 20:54:40+00:00,2015-11-02 20:54:40+00:00,Bug,Minor,3.0,,1,1,2.742951388888889,Low
149,XD-3684,1,2015-11-02 19:30:31+00:00,2015-11-02 19:30:31+00:00,Bug,Minor,3.0,,1,1,11.129282407407407,Medium
150,XD-3683,1,2015-11-02 19:27:53+00:00,2015-11-02 19:27:53+00:00,Bug,Minor,1.0,,1,1,8.978958333333333,Medium
151,XD-3682,1,2015-11-02 17:24:11+00:00,2015-11-02 17:24:11+00:00,Story,Minor,3.0,,0,0,4.002743055555555,Low
152,XD-3681,1,2015-11-02 17:23:46+00:00,2015-11-02 17:23:46+00:00,Story,Minor,1.0,,0,0,4.002893518518518,Low
153,XD-3680,1,2015-11-02 17:23:17+00:00,2015-11-02 17:23:17+00:00,Story,Minor,1.0,,1,0,11.958368055555555,Medium
154,XD-3679,1,2015-11-02 17:21:38+00:00,2015-11-02 17:21:38+00:00,Story,Minor,3.0,,0,0,4.004247685185185,Low
155,XD-3678,1,2015-11-02 17:21:00+00:00,2015-11-02 17:21:00+00:00,Story,Minor,3.0,,0,0,4.0044560185185185,Low
158,XD-3675,1,2015-11-02 17:13:36+00:00,2015-11-02 17:13:36+00:00,Story,Minor,3.0,,0,0,12.034594907407408,Medium
160,XD-3673,1,2015-11-02 16:59:41+00:00,2015-11-02 16:59:41+00:00,Bug,Minor,5.0,,1,1,15.145833333333334,Medium
161,XD-3672,1,2015-11-02 15:34:40+00:00,2015-11-02 15:34:40+00:00,Story,Minor,2.0,,1,1,36.207314814814815,High
162,XD-3671,1,2015-11-02 01:09:45+00:00,2015-11-02 01:09:45+00:00,Story,Minor,5.0,,0,0,12.633576388888889,Medium
163,XD-3670,1,2015-10-30 23:49:41+00:00,2015-10-30 23:49:41+00:00,Story,Minor,5.0,,1,1,14.004016203703705,Medium
164,XD-3669,1,2015-10-30 23:17:51+00:00,2015-10-30 23:17:51+00:00,Story,Minor,1.0,,1,1,18.790358796296296,Medium
165,XD-3668,1,2015-10-30 23:12:41+00:00,2015-10-30 23:12:41+00:00,Story,Minor,1.0,,0,0,14.714872685185185,Medium
166,XD-3667,1,2015-10-30 23:09:42+00:00,2015-10-30 23:09:42+00:00,Bug,Minor,1.0,,0,0,24.651412037037037,Medium
167,XD-3666,1,2015-10-30 23:04:46+00:00,2015-10-30 23:04:46+00:00,Story,Minor,1.0,,0,0,14.72037037037037,Medium
168,XD-3665,1,2015-10-30 23:02:08+00:00,2015-10-30 23:02:08+00:00,Bug,Minor,1.0,,0,0,14.722199074074075,Medium
169,XD-3664,1,2015-10-30 22:59:57+00:00,2015-10-30 22:59:57+00:00,Story,Minor,2.0,,0,0,14.723715277777778,Medium
170,XD-3663,1,2015-10-30 22:58:38+00:00,2015-10-30 22:58:38+00:00,Bug,Minor,2.0,,0,0,14.72462962962963,Medium
171,XD-3662,1,2015-10-30 22:47:27+00:00,2015-10-30 22:47:27+00:00,Story,Minor,2.0,,1,0,14.733252314814814,Medium
174,XD-3659,1,2015-10-30 22:38:41+00:00,2015-10-30 22:38:41+00:00,Story,Minor,5.0,,0,0,2.7753819444444443,Low
177,XD-3656,1,2015-10-29 15:25:33+00:00,2015-10-29 15:25:33+00:00,Story,Minor,3.0,,0,0,8.084212962962964,Medium
178,XD-3655,1,2015-10-29 14:57:47+00:00,2015-10-29 14:57:47+00:00,Technical task,Minor,1.0,,1,1,1.169548611111111,Low
179,XD-3654,1,2015-10-29 14:47:36+00:00,2015-10-29 14:47:36+00:00,Story,Minor,3.0,,1,1,1.2759143518518519,Low
180,XD-3653,1,2015-10-29 14:21:10+00:00,2015-10-29 14:21:10+00:00,Bug,Major,2.0,,0,0,1.3733796296296297,Low
181,XD-3652,1,2015-10-28 18:46:21+00:00,2015-10-28 18:46:21+00:00,Bug,Major,5.0,,1,1,19.858356481481483,Medium
182,XD-3651,1,2015-10-28 17:47:23+00:00,2015-10-28 17:47:23+00:00,Improvement,Minor,1.0,,1,0,1.8173726851851852,Low
184,XD-3649,1,2015-10-27 22:59:39+00:00,2015-10-27 22:59:39+00:00,Story,Minor,8.0,,0,0,5.0292361111111115,Low
185,XD-3648,1,2015-10-27 18:44:47+00:00,2015-10-27 18:44:47+00:00,Bug,Minor,1.0,,1,1,0.880162037037037,Low
188,XD-3645,1,2015-10-27 02:57:42+00:00,2015-10-27 02:57:42+00:00,Bug,Minor,2.0,,1,1,17.874363425925925,Medium
189,XD-3644,1,2015-10-26 18:54:06+00:00,2015-10-26 18:54:06+00:00,Story,Minor,5.0,,1,1,1.0922106481481482,Low
192,XD-3641,1,2015-10-23 15:14:05+00:00,2015-10-23 14:14:05+00:00,Story,Minor,3.0,,1,1,0.3799652777777778,Low
194,XD-3639,1,2015-10-23 13:13:39+00:00,2015-10-23 12:13:39+00:00,Story,Minor,2.0,,0,0,22.15820601851852,Medium
196,XD-3637,1,2015-10-21 22:54:38+00:00,2015-10-21 21:54:38+00:00,Story,Minor,1.0,,1,1,5.864108796296296,Medium
197,XD-3636,1,2015-10-21 22:53:02+00:00,2015-10-21 21:53:02+00:00,Story,Minor,1.0,,1,1,8.932893518518519,Medium
198,XD-3635,1,2015-10-21 22:41:10+00:00,2015-10-21 21:41:10+00:00,Story,Minor,8.0,,1,0,23.858414351851852,Medium
200,XD-3633,1,2015-10-19 23:31:37+00:00,2015-10-19 22:31:37+00:00,Story,Minor,1.0,,1,1,0.4698148148148148,Low
201,XD-3632,1,2015-10-19 23:29:26+00:00,2015-10-19 22:29:26+00:00,Bug,Trivial,0.0,,1,1,6.794837962962963,Medium
202,XD-3631,1,2015-10-19 22:36:43+00:00,2015-10-19 21:36:43+00:00,Story,Minor,2.0,,0,0,25.7671875,High
204,XD-3629,1,2015-10-19 17:50:50+00:00,2015-10-19 16:50:50+00:00,Bug,Minor,3.0,,1,0,13.950740740740741,Medium
206,XD-3627,1,2015-10-19 17:02:06+00:00,2015-10-19 16:02:06+00:00,Story,Minor,1.0,,1,1,9.048993055555556,Medium
209,XD-3624,1,2015-10-19 15:11:33+00:00,2015-10-19 14:11:33+00:00,Story,Minor,8.0,,1,0,26.091516203703705,High
211,XD-3622,1,2015-10-18 15:48:21+00:00,2015-10-18 14:48:21+00:00,Story,Minor,3.0,,1,1,11.052962962962964,Medium
212,XD-3621,1,2015-10-16 17:44:02+00:00,2015-10-16 16:44:02+00:00,Bug,Major,3.0,,1,1,21.200162037037035,Medium
214,XD-3619,1,2015-10-15 00:26:04+00:00,2015-10-14 23:26:04+00:00,Story,Minor,2.0,,1,1,15.868680555555555,Medium
215,XD-3618,1,2015-10-15 00:21:49+00:00,2015-10-14 23:21:49+00:00,Story,Minor,5.0,,1,0,30.78710648148148,High
216,XD-3617,1,2015-10-14 15:51:41+00:00,2015-10-14 14:51:41+00:00,Story,Minor,2.0,,1,1,2.388449074074074,Low
217,XD-3616,1,2015-10-14 12:12:10+00:00,2015-10-14 11:12:10+00:00,Story,Minor,3.0,,1,0,31.289537037037036,High
218,XD-3615,1,2015-10-14 11:03:37+00:00,2015-10-14 10:03:37+00:00,Story,Minor,5.0,,0,0,31.262835648148148,High
220,XD-3613,1,2015-10-13 15:56:07+00:00,2015-10-13 14:56:07+00:00,Bug,Critical,5.0,,1,0,20.090891203703702,Medium
223,XD-3610,1,2015-10-13 02:04:45+00:00,2015-10-13 01:04:45+00:00,Bug,Minor,1.0,,1,1,36.71813657407407,High
225,XD-3608,1,2015-10-11 00:32:16+00:00,2015-10-10 23:32:16+00:00,Story,Minor,2.0,,0,0,34.68694444444444,High
226,XD-3607,1,2015-10-11 00:31:29+00:00,2015-10-10 23:31:29+00:00,Story,Minor,2.0,,0,0,34.68748842592593,High
227,XD-3606,1,2015-10-11 00:30:42+00:00,2015-10-10 23:30:42+00:00,Story,Minor,2.0,,0,0,34.68802083333333,High
228,XD-3605,1,2015-10-11 00:30:00+00:00,2015-10-10 23:30:00+00:00,Story,Minor,2.0,,0,0,34.68850694444444,High
230,XD-3603,1,2015-10-07 21:51:09+00:00,2015-10-07 20:51:09+00:00,Story,Minor,0.0,,1,1,8.20837962962963,Medium
231,XD-3602,1,2015-10-07 20:58:48+00:00,2015-10-07 19:58:48+00:00,Story,Minor,2.0,,1,1,1.7911458333333334,Low
232,XD-3601,1,2015-10-07 18:50:58+00:00,2015-10-07 17:50:58+00:00,Story,Minor,3.0,,1,1,14.171956018518518,Medium
235,XD-3598,1,2015-10-07 16:02:04+00:00,2015-10-07 15:02:04+00:00,Bug,Minor,1.0,,1,1,12.011400462962962,Medium
236,XD-3597,1,2015-10-06 16:46:36+00:00,2015-10-06 15:46:36+00:00,Story,Minor,3.0,,1,1,2.1826041666666667,Low
237,XD-3596,1,2015-10-06 15:58:54+00:00,2015-10-06 14:58:54+00:00,Story,Minor,1.0,,1,1,0.1627662037037037,Low
238,XD-3595,1,2015-10-06 15:42:48+00:00,2015-10-06 14:42:48+00:00,Story,Minor,3.0,,1,1,0.1741087962962963,Low
239,XD-3594,1,2015-10-05 23:45:31+00:00,2015-10-05 22:45:31+00:00,Story,Minor,3.0,,1,1,1.7093287037037037,Low
240,XD-3593,1,2015-10-05 23:38:14+00:00,2015-10-05 22:38:14+00:00,Story,Minor,2.0,,1,1,17.75568287037037,Medium
241,XD-3592,1,2015-10-05 21:35:02+00:00,2015-10-05 20:35:02+00:00,Story,Minor,5.0,,0,0,54.94991898148148,High
242,XD-3591,1,2015-10-05 21:32:59+00:00,2015-10-05 20:32:59+00:00,Bug,Minor,1.0,,0,0,49.75465277777778,High
245,XD-3588,1,2015-10-05 17:39:39+00:00,2015-10-05 16:39:39+00:00,Epic,Minor,0.0,,0,0,0.041886574074074076,Low
246,XD-3587,1,2015-10-05 17:23:19+00:00,2015-10-05 16:23:19+00:00,Story,Minor,1.0,,0,0,21.947233796296295,Medium
247,XD-3586,1,2015-10-05 17:22:55+00:00,2015-10-05 16:22:55+00:00,Story,Minor,1.0,,0,0,21.947511574074074,Medium
248,XD-3585,1,2015-10-05 17:22:14+00:00,2015-10-05 16:22:14+00:00,Story,Minor,1.0,,0,0,21.94798611111111,Medium
250,XD-3583,1,2015-10-05 16:29:55+00:00,2015-10-05 15:29:55+00:00,Story,Minor,2.0,,0,0,39.26884259259259,High
251,XD-3582,1,2015-10-05 15:52:19+00:00,2015-10-05 14:52:19+00:00,Story,Minor,8.0,,1,1,15.800011574074073,Medium
252,XD-3581,1,2015-10-05 15:40:18+00:00,2015-10-05 14:40:18+00:00,Story,Minor,3.0,,1,1,11.312048611111111,Medium
253,XD-3580,1,2015-10-05 15:01:03+00:00,2015-10-05 14:01:03+00:00,Story,Minor,5.0,,1,0,105.08438657407407,High
255,XD-3578,1,2015-10-02 23:53:06+00:00,2015-10-02 22:53:06+00:00,Story,Minor,1.0,,0,0,16.69386574074074,Medium
257,XD-3576,1,2015-10-02 23:48:57+00:00,2015-10-02 22:48:57+00:00,Story,Minor,5.0,,1,1,24.803726851851852,High
258,XD-3575,1,2015-10-02 23:45:12+00:00,2015-10-02 22:45:12+00:00,Story,Minor,5.0,,1,1,24.804849537037036,High
259,XD-3574,1,2015-10-02 23:43:06+00:00,2015-10-02 22:43:06+00:00,Story,Minor,3.0,,1,1,24.80877314814815,High
260,XD-3573,1,2015-10-02 23:42:00+00:00,2015-10-02 22:42:00+00:00,Story,Minor,2.0,,1,1,24.807604166666668,High
261,XD-3572,1,2015-10-02 23:04:06+00:00,2015-10-02 22:04:06+00:00,Story,Minor,5.0,,1,0,42.74863425925926,High
262,XD-3571,1,2015-10-02 18:55:15+00:00,2015-10-02 17:55:15+00:00,Story,Minor,5.0,,1,1,30.98545138888889,High
263,XD-3570,1,2015-10-02 17:16:37+00:00,2015-10-02 16:16:37+00:00,Story,Minor,1.0,,1,1,28.16894675925926,High
264,XD-3569,1,2015-10-02 16:05:54+00:00,2015-10-02 15:05:54+00:00,Story,Major,3.0,,1,1,24.100358796296295,Medium
266,XD-3567,1,2015-10-01 22:44:39+00:00,2015-10-01 21:44:39+00:00,Bug,Blocker,3.0,,1,1,0.7878935185185185,Low
267,XD-3566,1,2015-10-01 14:39:32+00:00,2015-10-01 13:39:32+00:00,Story,Minor,3.0,,1,1,1.1255671296296297,Low
268,XD-3565,1,2015-09-30 23:26:42+00:00,2015-09-30 22:26:42+00:00,Story,Minor,5.0,,1,0,32.0547337962963,High
270,XD-3563,1,2015-09-30 23:10:58+00:00,2015-09-30 22:10:58+00:00,Story,Minor,5.0,,1,0,32.06578703703704,High
273,XD-3560,1,2015-09-30 09:09:36+00:00,2015-09-30 08:09:36+00:00,Story,Minor,5.0,,1,1,0.6395833333333333,Low
274,XD-3559,1,2015-09-29 23:10:02+00:00,2015-09-29 22:10:02+00:00,Story,Minor,5.0,,1,1,27.976238425925924,High
275,XD-3558,1,2015-09-29 23:08:36+00:00,2015-09-29 22:08:36+00:00,Story,Minor,1.0,,1,1,27.972627314814815,High
277,XD-3556,1,2015-09-29 23:02:53+00:00,2015-09-29 22:02:53+00:00,Story,Minor,5.0,,1,1,16.943310185185187,Medium
279,XD-3554,1,2015-09-29 22:56:52+00:00,2015-09-29 21:56:52+00:00,Story,Minor,8.0,,0,0,27.718541666666667,High
280,XD-3553,1,2015-09-29 22:53:20+00:00,2015-09-29 21:53:20+00:00,Story,Minor,0.0,,1,1,5.8665972222222225,Medium
281,XD-3552,1,2015-09-29 21:59:50+00:00,2015-09-29 20:59:50+00:00,Story,Minor,3.0,,0,0,15.124166666666667,Medium
283,XD-3549,1,2015-09-28 23:45:14+00:00,2015-09-28 22:45:14+00:00,Story,Minor,2.0,,0,0,46.719606481481485,High
284,XD-3548,1,2015-09-28 23:44:56+00:00,2015-09-28 22:44:56+00:00,Story,Minor,2.0,,0,0,46.71981481481482,High
285,XD-3547,1,2015-09-28 23:44:39+00:00,2015-09-28 22:44:39+00:00,Story,Minor,2.0,,0,0,46.72,High
286,XD-3546,1,2015-09-28 23:44:10+00:00,2015-09-28 22:44:10+00:00,Story,Minor,2.0,,0,0,46.72034722222222,High
287,XD-3545,1,2015-09-28 23:43:30+00:00,2015-09-28 22:43:30+00:00,Story,Minor,2.0,,0,0,46.72081018518519,High
288,XD-3544,1,2015-09-28 23:42:46+00:00,2015-09-28 22:42:46+00:00,Story,Minor,2.0,,0,0,46.72131944444445,High
289,XD-3543,1,2015-09-28 23:42:05+00:00,2015-09-28 22:42:05+00:00,Story,Minor,2.0,,0,0,46.72179398148148,High
290,XD-3542,1,2015-09-28 23:40:32+00:00,2015-09-28 22:40:32+00:00,Story,Minor,2.0,,0,0,46.72287037037037,High
291,XD-3541,1,2015-09-28 23:38:27+00:00,2015-09-28 22:38:27+00:00,Story,Minor,2.0,,0,0,46.72430555555555,High
292,XD-3540,1,2015-09-28 23:38:07+00:00,2015-09-28 22:38:07+00:00,Story,Minor,2.0,,0,0,46.72454861111111,High
293,XD-3539,1,2015-09-28 23:37:37+00:00,2015-09-28 22:37:37+00:00,Story,Minor,2.0,,0,0,46.724895833333335,High
294,XD-3538,1,2015-09-28 23:37:18+00:00,2015-09-28 22:37:18+00:00,Story,Minor,2.0,,0,0,46.72511574074074,High
295,XD-3537,1,2015-09-28 23:36:56+00:00,2015-09-28 22:36:56+00:00,Story,Minor,2.0,,0,0,46.7253587962963,High
296,XD-3536,1,2015-09-28 23:36:28+00:00,2015-09-28 22:36:28+00:00,Story,Minor,2.0,,0,0,46.72568287037037,High
297,XD-3535,1,2015-09-28 23:35:50+00:00,2015-09-28 22:35:50+00:00,Story,Minor,2.0,,0,0,46.72613425925926,High
298,XD-3534,1,2015-09-28 23:35:13+00:00,2015-09-28 22:35:13+00:00,Story,Minor,5.0,,1,0,46.72702546296296,High
299,XD-3533,1,2015-09-28 23:34:47+00:00,2015-09-28 22:34:47+00:00,Story,Minor,2.0,,0,0,46.72686342592593,High
300,XD-3532,1,2015-09-28 23:33:14+00:00,2015-09-28 22:33:14+00:00,Story,Minor,2.0,,0,0,46.72792824074074,High
301,XD-3531,1,2015-09-28 23:32:44+00:00,2015-09-28 22:32:44+00:00,Story,Minor,2.0,,0,0,46.72827546296296,High
302,XD-3530,1,2015-09-28 23:32:28+00:00,2015-09-28 22:32:28+00:00,Story,Minor,2.0,,0,0,46.72846064814815,High
303,XD-3529,1,2015-09-28 23:32:07+00:00,2015-09-28 22:32:07+00:00,Story,Minor,2.0,,0,0,46.72871527777778,High
304,XD-3528,1,2015-09-28 23:31:37+00:00,2015-09-28 22:31:37+00:00,Story,Minor,2.0,,0,0,46.729050925925925,High
305,XD-3527,1,2015-09-28 23:30:50+00:00,2015-09-28 22:30:50+00:00,Story,Minor,2.0,,0,0,46.72959490740741,High
306,XD-3526,1,2015-09-28 23:30:19+00:00,2015-09-28 22:30:19+00:00,Story,Minor,2.0,,0,0,46.72995370370371,High
307,XD-3525,1,2015-09-28 23:29:46+00:00,2015-09-28 22:29:46+00:00,Story,Minor,2.0,,0,0,46.73033564814815,High
308,XD-3524,1,2015-09-28 23:29:23+00:00,2015-09-28 22:29:23+00:00,Story,Minor,2.0,,0,0,46.730613425925924,High
309,XD-3523,1,2015-09-28 23:28:52+00:00,2015-09-28 22:28:52+00:00,Story,Minor,2.0,,0,0,46.73096064814815,High
310,XD-3522,1,2015-09-28 23:12:15+00:00,2015-09-28 22:12:15+00:00,Story,Minor,8.0,,0,0,16.080416666666668,Medium
311,XD-3521,1,2015-09-28 23:09:16+00:00,2015-09-28 22:09:16+00:00,Story,Minor,8.0,,0,0,16.082314814814815,Medium
313,XD-3519,1,2015-09-28 23:05:58+00:00,2015-09-28 22:05:58+00:00,Story,Minor,8.0,,1,0,35.085972222222225,High
315,XD-3517,1,2015-09-28 22:47:57+00:00,2015-09-28 21:47:57+00:00,Story,Minor,2.0,,0,0,46.85592592592592,High
316,XD-3516,1,2015-09-28 22:45:00+00:00,2015-09-28 21:45:00+00:00,Story,Minor,2.0,,0,0,46.860289351851854,High
320,XD-3512,1,2015-09-28 21:12:50+00:00,2015-09-28 20:12:50+00:00,Story,Minor,8.0,,1,0,35.1625462962963,High
323,XD-3509,1,2015-09-28 16:29:34+00:00,2015-09-28 15:29:34+00:00,Bug,Minor,3.0,,1,0,7.033981481481481,Medium
324,XD-3508,1,2015-09-25 22:51:55+00:00,2015-09-25 21:51:55+00:00,Bug,Minor,3.0,,1,1,13.960775462962962,Medium
326,XD-3506,1,2015-09-25 17:55:49+00:00,2015-09-25 16:55:49+00:00,Bug,Minor,1.0,,1,1,3.9420486111111113,Low
327,XD-3505,1,2015-09-25 17:37:34+00:00,2015-09-25 16:37:34+00:00,Bug,Minor,3.0,,1,1,4.809027777777778,Low
328,XD-3504,1,2015-09-24 20:32:30+00:00,2015-09-24 19:32:30+00:00,Story,Minor,5.0,,0,0,8.16332175925926,Medium
329,XD-3503,1,2015-09-24 14:40:46+00:00,2015-09-24 13:40:46+00:00,Story,Minor,2.0,,1,1,8.1359375,Medium
330,XD-3502,1,2015-09-22 14:16:14+00:00,2015-09-22 13:16:14+00:00,Story,Minor,1.0,,1,1,0.3879050925925926,Low
331,XD-3501,1,2015-09-21 18:48:25+00:00,2015-09-21 17:48:25+00:00,Story,Minor,2.0,,1,1,7.906504629629629,Medium
338,XD-3494,1,2015-09-21 17:26:59+00:00,2015-09-21 16:26:59+00:00,Story,Minor,1.0,,1,0,41.3019212962963,High
339,XD-3493,1,2015-09-21 16:59:53+00:00,2015-09-21 15:59:53+00:00,Story,Minor,3.0,,1,1,7.102523148148149,Medium
340,XD-3492,1,2015-09-21 16:57:46+00:00,2015-09-21 15:57:46+00:00,Story,Minor,1.0,,1,1,8.297430555555556,Medium
341,XD-3491,1,2015-09-21 16:57:15+00:00,2015-09-21 15:57:15+00:00,Story,Minor,3.0,,1,1,7.8952430555555555,Medium
342,XD-3589,1,2015-10-05 18:40:46+00:00,2015-10-05 17:40:46+00:00,Story,Major,8.0,,1,1,15.919768518518518,Medium
343,XD-3568,1,2015-10-02 04:02:26+00:00,2015-10-02 03:02:26+00:00,Bug,Major,3.0,,1,1,3.7405439814814816,Low
345,XD-3489,1,2015-09-21 16:01:49+00:00,2015-09-21 15:01:49+00:00,Story,Minor,5.0,,1,0,54.12841435185185,High
346,XD-3488,1,2015-09-21 15:55:33+00:00,2015-09-21 14:55:33+00:00,Story,Minor,8.0,,1,1,8.880208333333334,Medium
347,XD-3487,1,2015-09-21 14:36:48+00:00,2015-09-21 13:36:48+00:00,Story,Minor,3.0,,0,0,41.42010416666667,High
348,XD-3486,1,2015-09-21 03:37:03+00:00,2015-09-21 02:37:03+00:00,Story,Minor,8.0,,1,1,11.864907407407408,Medium
349,XD-3485,1,2015-09-21 03:04:24+00:00,2015-09-21 02:04:24+00:00,Story,Minor,2.0,,0,0,54.581296296296294,High
350,XD-3484,1,2015-09-21 03:03:59+00:00,2015-09-21 02:03:59+00:00,Story,Minor,2.0,,0,0,54.58158564814815,High
351,XD-3483,1,2015-09-21 03:02:34+00:00,2015-09-21 02:02:34+00:00,Story,Minor,2.0,,0,0,54.58255787037037,High
