project_id,snapshot_date,project_age_days,total_tasks,completed_tasks,pending_tasks,completion_percentage,transition_count,reassignment_count,reopen_count,updated_by_count,assignee_count,critical_task_count,high_priority_task_count,bug_count,story_count,future_completed_30d,future_delayed_30d,future_delayed_rate,dynamic_risk_level
10000,2009-06-21 08:07:54+00:00,665.0,933,360.0,573.0,38.58520900321543,1744,905,53,4872,1334,61,607,0,0,95.0,45.0,0.47368421052631576,Critical
10000,2009-06-28 08:07:54+00:00,672.0,942,373.0,569.0,39.596602972399154,1762,919,54,4924,1349,61,611,0,0,84.0,44.0,0.5238095238095238,Critical
10000,2009-07-05 08:07:54+00:00,679.0,947,443.0,504.0,46.779303062302006,1770,929,54,4955,1359,62,614,0,0,16.0,7.0,0.4375,Critical
10000,2009-07-12 08:07:54+00:00,686.0,951,450.0,501.0,47.3186119873817,1777,938,54,4978,1367,62,618,0,0,11.0,2.0,0.18181818181818182,High
10000,2009-07-19 08:07:54+00:00,693.0,957,455.0,502.0,47.54440961337513,1795,946,56,5010,1376,62,622,0,0,11.0,1.0,0.09090909090909091,Medium
10000,2009-07-26 08:07:54+00:00,700.0,965,457.0,508.0,47.35751295336787,1811,961,56,5054,1389,63,626,0,0,10.0,2.0,0.2,High
10000,2009-08-02 08:07:54+00:00,707.0,971,458.0,513.0,47.167868177136974,1828,975,58,5093,1399,64,627,2,0,9.0,2.0,0.2222222222222222,High
10000,2009-08-09 08:07:54+00:00,714.0,975,461.0,514.0,47.28205128205128,1834,978,58,5114,1403,64,629,2,0,9.0,3.0,0.3333333333333333,High
10000,2009-08-16 08:07:54+00:00,721.0,983,466.0,517.0,47.4059003051882,1854,991,59,5160,1415,64,637,2,0,12.0,7.0,0.5833333333333334,Critical
10000,2009-08-23 08:07:54+00:00,728.0,988,467.0,521.0,47.26720647773279,1862,1003,59,5190,1425,65,641,2,0,24.0,12.0,0.5,Critical
10000,2009-08-30 08:07:54+00:00,735.0,997,467.0,530.0,46.84052156469408,1900,1040,66,5236,1448,66,644,4,0,42.0,17.0,0.40476190476190477,Critical
10000,2009-09-06 08:07:54+00:00,742.0,1005,470.0,535.0,46.766169154228855,1917,1052,68,5280,1463,66,650,6,0,70.0,32.0,0.45714285714285713,Critical
10000,2009-09-13 08:07:54+00:00,749.0,1016,474.0,542.0,46.653543307086615,1959,1087,73,5341,1489,67,656,6,0,73.0,32.0,0.4383561643835616,Critical
10000,2009-09-20 08:07:54+00:00,756.0,1024,486.0,538.0,47.4609375,1986,1115,75,5391,1513,68,660,6,0,91.0,34.0,0.37362637362637363,Critical
10000,2009-09-27 08:07:54+00:00,763.0,1045,508.0,537.0,48.61244019138756,2030,1144,79,5507,1544,71,670,6,0,73.0,28.0,0.3835616438356164,Critical
10000,2009-10-04 08:07:54+00:00,770.0,1054,537.0,517.0,50.948766603415564,2056,1160,81,5558,1558,71,677,7,0,44.0,15.0,0.3409090909090909,Critical
10000,2009-10-11 08:07:54+00:00,777.0,1064,546.0,518.0,51.31578947368421,2078,1182,83,5618,1576,71,685,9,0,43.0,11.0,0.2558139534883721,High
10000,2009-10-18 08:07:54+00:00,784.0,1095,572.0,523.0,52.237442922374434,2146,1221,85,5799,1615,74,698,17,0,17.0,0.0,0.0,Low
10000,2009-10-25 08:07:54+00:00,791.0,1139,581.0,558.0,51.00965759438104,2252,1295,90,6066,1668,80,722,19,0,8.0,0.0,0.0,Low
10000,2009-11-01 08:07:54+00:00,798.0,1163,581.0,582.0,49.957007738607054,2315,1335,95,6213,1714,81,733,26,0,9.0,0.0,0.0,Low
10000,2009-11-08 08:07:54+00:00,805.0,1239,589.0,650.0,47.538337368845845,2518,1493,113,6660,1853,87,779,29,0,3.0,0.0,0.0,Low
10000,2009-11-15 08:07:54+00:00,812.0,1287,589.0,698.0,45.765345765345764,2645,1582,120,6940,1927,95,799,35,0,6.0,0.0,0.0,Low
10000,2009-11-22 08:07:54+00:00,819.0,1346,589.0,757.0,43.7592867756315,2793,1719,132,7267,2035,99,824,41,0,10.0,0.0,0.0,Low
10000,2009-11-29 08:07:54+00:00,826.0,1412,590.0,822.0,41.78470254957507,2965,1819,153,7636,2134,102,861,43,0,13.0,0.0,0.0,Low
10000,2009-12-06 08:07:54+00:00,833.0,1463,592.0,871.0,40.4647983595352,3072,1888,158,7912,2202,108,892,45,0,13.0,0.0,0.0,Low
10000,2009-12-13 08:07:54+00:00,840.0,1559,595.0,964.0,38.165490699166135,3327,2079,175,8467,2352,119,948,47,0,11.0,0.0,0.0,Low
10000,2009-12-20 08:07:54+00:00,847.0,1610,596.0,1014.0,37.01863354037267,3488,2210,187,8763,2427,124,973,50,0,18.0,0.0,0.0,Low
10000,2009-12-27 08:07:54+00:00,854.0,1654,603.0,1051.0,36.457073760580414,3623,2322,196,9018,2506,127,994,57,0,28.0,0.0,0.0,Low
10000,2010-01-03 08:07:54+00:00,861.0,1677,605.0,1072.0,36.076326774001195,3686,2360,202,9140,2543,128,1004,59,0,28.0,0.0,0.0,Low
10000,2010-01-10 08:07:54+00:00,868.0,1766,605.0,1161.0,34.25821064552662,3924,2517,212,9640,2671,135,1033,62,0,30.0,0.0,0.0,Low
10000,2010-01-17 08:07:54+00:00,875.0,1846,611.0,1235.0,33.098591549295776,4094,2656,220,9972,2781,142,1083,64,0,27.0,0.0,0.0,Low
10000,2010-01-24 08:07:54+00:00,882.0,1893,629.0,1264.0,33.22768092974115,4225,2775,233,10229,2870,149,1106,71,0,12.0,0.0,0.0,Low
10000,2010-01-31 08:07:54+00:00,889.0,1990,633.0,1357.0,31.809045226130657,4517,3019,259,10795,3045,157,1143,75,0,10.0,1.0,0.1,Medium
10000,2010-02-07 08:07:54+00:00,896.0,2055,634.0,1421.0,30.851581508515814,4772,3208,292,11170,3163,163,1180,81,0,24.0,1.0,0.041666666666666664,Medium
10000,2010-02-14 08:07:54+00:00,903.0,2110,638.0,1472.0,30.23696682464455,4941,3338,307,11502,3260,168,1212,84,0,32.0,1.0,0.03125,Medium
10000,2010-02-21 08:07:54+00:00,910.0,2173,640.0,1533.0,29.452369995398065,5125,3515,329,11832,3377,168,1245,92,0,30.0,1.0,0.03333333333333333,Medium
10000,2010-02-28 08:07:54+00:00,917.0,2219,643.0,1576.0,28.97701667417756,5247,3625,338,12071,3464,172,1268,99,0,35.0,0.0,0.0,Low
10000,2010-03-07 08:07:54+00:00,924.0,2255,653.0,1602.0,28.957871396895783,5364,3694,352,12279,3513,175,1294,100,0,50.0,2.0,0.04,Medium
10000,2010-03-14 08:07:54+00:00,931.0,2310,670.0,1640.0,29.004329004329005,5499,3790,359,12580,3594,180,1320,101,0,59.0,2.0,0.03389830508474576,Medium
10000,2010-03-21 08:07:54+00:00,938.0,2344,670.0,1674.0,28.58361774744027,5610,3862,375,12783,3638,183,1339,102,0,79.0,3.0,0.0379746835443038,Medium
10000,2010-03-28 08:07:54+00:00,945.0,2389,670.0,1719.0,28.045207199665136,5719,3932,379,13020,3696,185,1367,104,0,100.0,3.0,0.03,Medium
10000,2010-04-04 08:07:54+00:00,952.0,2427,703.0,1724.0,28.96580140090647,5842,4016,395,13234,3751,185,1387,111,0,92.0,2.0,0.021739130434782608,Medium
10000,2010-04-11 08:07:54+00:00,959.0,2460,720.0,1740.0,29.268292682926827,5973,4107,411,13420,3802,186,1410,112,0,90.0,5.0,0.05555555555555555,Medium
10000,2010-04-18 08:07:54+00:00,966.0,2497,746.0,1751.0,29.87585102122547,6081,4197,421,13620,3852,186,1437,117,0,92.0,15.0,0.16304347826086957,High
10000,2010-04-25 08:07:54+00:00,973.0,2541,768.0,1773.0,30.22432113341204,6216,4282,439,13873,3908,190,1466,118,0,95.0,21.0,0.22105263157894736,High
10000,2010-05-02 08:07:54+00:00,980.0,2570,795.0,1775.0,30.93385214007782,6301,4331,447,14031,3945,193,1482,119,0,108.0,24.0,0.2222222222222222,High
10000,2010-05-09 08:07:54+00:00,987.0,2599,806.0,1793.0,31.01192766448634,6372,4381,456,14209,3984,194,1496,133,0,128.0,25.0,0.1953125,High
10000,2010-05-16 08:07:54+00:00,994.0,2629,827.0,1802.0,31.456827691137313,6429,4425,459,14370,4016,198,1509,135,0,132.0,19.0,0.14393939393939395,Medium
10000,2010-05-23 08:07:54+00:00,1001.0,2647,859.0,1788.0,32.45183226293918,6476,4451,466,14469,4034,200,1521,137,0,137.0,12.0,0.08759124087591241,Medium
10000,2010-05-30 08:07:54+00:00,1008.0,2678,894.0,1784.0,33.3831217326363,6584,4512,483,14649,4072,203,1536,139,0,120.0,8.0,0.06666666666666667,Medium
10000,2010-06-06 08:07:54+00:00,1015.0,2708,928.0,1780.0,34.26883308714919,6696,4578,498,14842,4110,206,1552,141,0,112.0,6.0,0.05357142857142857,Medium
10000,2010-06-13 08:07:54+00:00,1022.0,2755,951.0,1804.0,34.51905626134301,6825,4674,505,15100,4167,209,1576,151,0,107.0,6.0,0.056074766355140186,Medium
10000,2010-06-20 08:07:54+00:00,1029.0,2807,987.0,1820.0,35.16209476309227,6979,4782,523,15381,4244,209,1615,157,0,97.0,2.0,0.020618556701030927,Medium
10000,2010-06-27 08:07:54+00:00,1036.0,2836,1003.0,1833.0,35.36671368124119,7109,4886,532,15562,4299,210,1634,162,0,108.0,3.0,0.027777777777777776,Medium
10000,2010-07-04 08:07:54+00:00,1043.0,2877,1034.0,1843.0,35.9402155022593,7207,4956,543,15807,4350,212,1668,165,0,109.0,3.0,0.027522935779816515,Medium
10000,2010-07-11 08:07:54+00:00,1050.0,2909,1053.0,1856.0,36.198006187693366,7278,5004,548,15991,4389,213,1691,169,0,119.0,4.0,0.03361344537815126,Medium
10000,2010-07-18 08:07:54+00:00,1057.0,2946,1072.0,1874.0,36.38832315003395,7376,5066,558,16199,4441,214,1710,174,0,114.0,5.0,0.043859649122807015,Medium
10000,2010-07-25 08:07:54+00:00,1064.0,2989,1103.0,1886.0,36.901973904315824,7486,5141,571,16431,4490,217,1730,177,0,100.0,7.0,0.07,Medium
10000,2010-08-01 08:07:54+00:00,1071.0,3038,1134.0,1904.0,37.327188940092164,7606,5235,580,16709,4562,222,1756,180,0,115.0,15.0,0.13043478260869565,Medium
10000,2010-08-08 08:07:54+00:00,1078.0,3075,1165.0,1910.0,37.886178861788615,7740,5337,605,16957,4623,226,1771,181,0,100.0,14.0,0.14,Medium
10000,2010-08-15 08:07:54+00:00,1085.0,3121,1184.0,1937.0,37.93655879525793,7904,5420,633,17254,4680,229,1788,181,0,92.0,16.0,0.17391304347826086,High
10000,2010-08-22 08:07:54+00:00,1092.0,3158,1198.0,1960.0,37.93540215326156,8004,5495,642,17462,4737,235,1812,190,0,91.0,20.0,0.21978021978021978,High
10000,2010-08-29 08:07:54+00:00,1099.0,3203,1235.0,1968.0,38.5576022478926,8131,5574,653,17714,4792,243,1828,195,0,65.0,12.0,0.18461538461538463,High
10000,2010-09-05 08:07:54+00:00,1106.0,3234,1263.0,1971.0,39.05380333951762,8230,5643,663,17898,4829,243,1848,198,0,52.0,14.0,0.2692307692307692,High
10000,2010-09-12 08:07:54+00:00,1113.0,3257,1274.0,1983.0,39.11575069081977,8286,5683,666,18026,4861,246,1861,207,0,47.0,11.0,0.23404255319148937,High
10000,2010-09-19 08:07:54+00:00,1120.0,3285,1287.0,1998.0,39.178082191780824,8351,5743,670,18183,4895,250,1877,210,0,47.0,7.0,0.14893617021276595,Medium
10000,2010-09-26 08:07:54+00:00,1127.0,3318,1298.0,2020.0,39.119951778179626,8427,5789,677,18370,4925,254,1898,220,0,46.0,6.0,0.13043478260869565,Medium
10000,2010-10-03 08:07:54+00:00,1134.0,3346,1313.0,2033.0,39.240884638374176,8516,5845,692,18536,4956,257,1915,221,0,40.0,6.0,0.15,Medium
10000,2010-10-10 08:07:54+00:00,1141.0,3367,1320.0,2047.0,39.204039204039205,8586,5887,701,18664,4980,258,1927,221,0,33.0,4.0,0.12121212121212122,Medium
10000,2010-10-17 08:07:54+00:00,1148.0,3382,1331.0,2051.0,39.35541099940863,8627,5909,707,18747,4994,258,1936,221,0,22.0,4.0,0.18181818181818182,High
10000,2010-10-24 08:07:54+00:00,1155.0,3416,1342.0,2074.0,39.285714285714285,8720,5959,718,18939,5024,258,1954,224,0,11.0,2.0,0.18181818181818182,High
10000,2011-01-09 08:07:54+00:00,1232.0,3676,1353.0,2323.0,36.806311207834604,9626,6446,866,20500,5298,281,2096,233,0,1.0,0.0,0.0,Low
10000,2011-01-16 08:07:54+00:00,1239.0,3708,1353.0,2355.0,36.48867313915858,9724,6495,880,20686,5321,285,2116,236,0,1.0,0.0,0.0,Low
10000,2011-01-23 08:07:54+00:00,1246.0,3730,1353.0,2377.0,36.27345844504021,9814,6543,893,20821,5349,289,2131,238,0,5.0,0.0,0.0,Low
10000,2011-01-30 08:07:54+00:00,1253.0,3758,1353.0,2405.0,36.00319318786588,9932,6581,918,20993,5375,291,2151,238,0,5.0,0.0,0.0,Low
10000,2011-02-06 08:07:54+00:00,1260.0,3791,1353.0,2438.0,35.689791611711954,10056,6637,939,21199,5412,295,2167,238,0,6.0,1.0,0.16666666666666666,High
10000,2011-02-13 08:07:54+00:00,1267.0,3811,1354.0,2457.0,35.528732616111256,10139,6680,957,21314,5433,298,2172,238,0,7.0,2.0,0.2857142857142857,High
10000,2011-02-20 08:07:54+00:00,1274.0,3833,1358.0,2475.0,35.429167753717714,10210,6722,965,21424,5457,299,2186,244,0,3.0,2.0,0.6666666666666666,Critical
10000,2011-02-27 08:07:54+00:00,1281.0,3855,1358.0,2497.0,35.22697795071336,10293,6776,980,21552,5481,302,2193,244,0,8.0,2.0,0.25,High
10000,2011-03-06 08:07:54+00:00,1288.0,3874,1359.0,2515.0,35.080020650490454,10339,6803,985,21665,5501,305,2201,244,0,27.0,3.0,0.1111111111111111,Medium
10000,2011-03-13 08:07:54+00:00,1295.0,3891,1361.0,2530.0,34.9781547160113,10371,6809,989,21755,5506,306,2208,244,0,35.0,4.0,0.11428571428571428,Medium
10000,2011-03-20 08:07:54+00:00,1302.0,3916,1361.0,2555.0,34.75485188968335,10441,6859,996,21897,5539,308,2217,247,0,57.0,10.0,0.17543859649122806,High
10000,2011-03-27 08:07:54+00:00,1309.0,3934,1361.0,2573.0,34.59583121504829,10517,6919,1010,22015,5567,310,2224,249,0,70.0,13.0,0.18571428571428572,High
10000,2011-04-03 08:07:54+00:00,1316.0,3967,1384.0,2583.0,34.88782455255861,10631,6976,1026,22203,5606,314,2230,249,0,60.0,11.0,0.18333333333333332,High
10000,2011-04-10 08:07:54+00:00,1323.0,3983,1391.0,2592.0,34.92342455435601,10668,6988,1030,22293,5617,317,2236,250,0,67.0,12.0,0.1791044776119403,High
10000,2011-04-17 08:07:54+00:00,1330.0,4015,1411.0,2604.0,35.143212951432126,10785,7053,1050,22462,5655,323,2249,253,0,74.0,11.0,0.14864864864864866,Medium
10000,2011-04-24 08:07:54+00:00,1337.0,4035,1431.0,2604.0,35.46468401486989,10839,7089,1059,22580,5676,324,2259,256,0,69.0,8.0,0.11594202898550725,Medium
10000,2011-05-01 08:07:54+00:00,1344.0,4055,1442.0,2613.0,35.56103575832306,10914,7156,1074,22695,5701,325,2263,256,0,65.0,11.0,0.16923076923076924,High
10000,2011-05-08 08:07:54+00:00,1351.0,4076,1457.0,2619.0,35.74582924435721,10992,7215,1079,22824,5731,329,2270,259,0,63.0,13.0,0.20634920634920634,High
10000,2011-05-15 08:07:54+00:00,1358.0,4098,1469.0,2629.0,35.84675451439727,11072,7263,1089,22938,5766,332,2278,263,0,60.0,18.0,0.3,High
10000,2011-05-22 08:07:54+00:00,1365.0,4116,1495.0,2621.0,36.32167152575316,11143,7322,1093,23036,5788,335,2286,264,0,41.0,17.0,0.4146341463414634,Critical
10000,2011-05-29 08:07:54+00:00,1372.0,4130,1505.0,2625.0,36.440677966101696,11203,7370,1105,23126,5808,336,2288,264,0,35.0,14.0,0.4,Critical
10000,2011-06-05 08:07:54+00:00,1379.0,4147,1519.0,2628.0,36.628888353026284,11258,7411,1112,23223,5838,337,2296,265,0,25.0,13.0,0.52,Critical
10000,2011-06-12 08:07:54+00:00,1386.0,4165,1528.0,2637.0,36.68667466986795,11311,7447,1119,23335,5865,340,2301,267,0,28.0,11.0,0.39285714285714285,Critical
10000,2011-06-19 08:07:54+00:00,1393.0,4186,1533.0,2653.0,36.62207357859531,11385,7488,1128,23471,5894,344,2308,268,0,43.0,17.0,0.3953488372093023,Critical
10000,2011-06-26 08:07:54+00:00,1400.0,4196,1540.0,2656.0,36.70162059103909,11420,7506,1133,23528,5903,346,2311,270,0,49.0,16.0,0.32653061224489793,High
10000,2011-07-03 08:07:54+00:00,1407.0,4208,1544.0,2664.0,36.69201520912547,11467,7536,1143,23604,5921,348,2315,272,0,51.0,13.0,0.2549019607843137,High
10000,2011-07-10 08:07:54+00:00,1414.0,4235,1555.0,2680.0,36.717827626918535,11575,7628,1157,23775,5972,350,2326,280,0,59.0,11.0,0.1864406779661017,High
10000,2011-07-17 08:07:54+00:00,1421.0,4253,1571.0,2682.0,36.93863155419704,11639,7664,1171,23884,5991,352,2333,281,0,67.0,13.0,0.19402985074626866,High
10000,2011-07-24 08:07:54+00:00,1428.0,4275,1587.0,2688.0,37.122807017543856,11724,7714,1188,24025,6021,356,2340,285,0,63.0,15.0,0.23809523809523808,High
10000,2011-07-31 08:07:54+00:00,1435.0,4330,1595.0,2735.0,36.83602771362587,11886,7813,1215,24279,6083,359,2374,287,0,83.0,34.0,0.40963855421686746,Critical
10000,2011-08-07 08:07:54+00:00,1442.0,4362,1607.0,2755.0,36.84089867033471,12021,7878,1241,24458,6125,363,2385,292,0,106.0,59.0,0.5566037735849056,Critical
10000,2011-08-14 08:07:54+00:00,1449.0,4447,1634.0,2813.0,36.74387227344277,12220,8011,1267,24857,6211,365,2452,294,0,96.0,58.0,0.6041666666666666,Critical
10000,2011-08-21 08:07:54+00:00,1456.0,4492,1644.0,2848.0,36.59839715048976,12363,8110,1286,25057,6262,367,2489,297,0,111.0,62.0,0.5585585585585585,Critical
10000,2011-08-28 08:07:54+00:00,1463.0,4547,1657.0,2890.0,36.441609852650096,12517,8205,1301,25347,6330,369,2533,297,0,119.0,59.0,0.4957983193277311,Critical
