project_id,snapshot_date,project_age_days,total_tasks,completed_tasks,pending_tasks,completion_percentage,transition_count,reassignment_count,reopen_count,updated_by_count,assignee_count,critical_task_count,high_priority_task_count,bug_count,story_count,future_completed_30d,future_delayed_30d,future_delayed_rate,dynamic_risk_level,completion_percentage_change_1w,total_tasks_change_1w,pending_tasks_change_1w,transition_count_change_1w,reassignment_count_change_1w,reopen_count_change_1w,completion_percentage_change_4w,total_tasks_change_4w,pending_tasks_change_4w,transition_count_change_4w,reassignment_count_change_4w,reopen_count_change_4w,completion_change_1w,completion_change_4w,tasks_change_1w,tasks_change_4w,pending_change_1w,pending_change_4w,transition_change_1w,transition_change_4w,reassignment_change_1w,reassignment_change_4w,reopen_change_1w,reopen_change_4w,new_tasks_4w,completion_rate_4w,task_growth_rate_4w,transitions_per_task_1w,reassignments_per_task_1w,reopens_per_task_1w,pending_ratio,pending_growth_4w
10000,2008-04-06 08:07:54+00:00,224.0,336,58.0,278.0,17.261904761904763,511,207,10,1637,444,25,235,0,0,17.0,2.0,0.1176470588235294,Medium,5.2498927498927515,3.0,-15.0,4.0,0.0,0.0,4.358678955453151,26.0,8.0,30.0,11.0,0.0,5.2498927498927515,4.358678955453151,3.0,26.0,-15.0,8.0,4.0,30.0,0.0,11.0,0.0,0.0,26.0,4.358678955453151,0.08387096774193549,0.011904761904761904,0.0,0.0,0.8273809523809523,0.02962962962962963
10000,2008-04-13 08:07:54+00:00,231.0,340,59.0,281.0,17.352941176470587,516,207,10,1655,448,25,237,0,0,16.0,2.0,0.125,Medium,0.09103641456582423,4.0,3.0,5.0,0.0,0.0,4.813756223492533,21.0,2.0,26.0,10.0,0.0,0.09103641456582423,4.813756223492533,4.0,21.0,3.0,2.0,5.0,26.0,0.0,10.0,0.0,0.0,21.0,4.813756223492533,0.06583072100313479,0.014705882352941176,0.0,0.0,0.8264705882352941,0.007168458781362007
10000,2008-04-20 08:07:54+00:00,238.0,349,69.0,280.0,19.77077363896848,532,208,10,1699,457,25,244,0,0,6.0,1.0,0.1666666666666666,High,2.4178324624978913,9.0,-1.0,16.0,1.0,0.0,7.538357736827805,22.0,-7.0,31.0,7.0,0.0,2.4178324624978913,7.538357736827805,9.0,22.0,-1.0,-7.0,16.0,31.0,1.0,7.0,0.0,0.0,22.0,7.538357736827805,0.0672782874617737,0.045845272206303724,0.0028653295128939827,0.0,0.8022922636103151,-0.024390243902439025
10000,2008-04-27 08:07:54+00:00,245.0,351,71.0,280.0,20.22792022792023,534,208,10,1710,459,25,245,0,0,7.0,0.0,0.0,Low,0.4571465889517512,2.0,0.0,2.0,0.0,0.0,8.215908215908218,18.0,-13.0,27.0,1.0,0.0,0.4571465889517512,8.215908215908218,2.0,18.0,0.0,-13.0,2.0,27.0,0.0,1.0,0.0,0.0,18.0,8.215908215908218,0.05405405405405406,0.005698005698005698,0.0,0.0,0.7977207977207977,-0.04436860068259386
10000,2008-05-04 08:07:54+00:00,252.0,354,73.0,281.0,20.62146892655367,540,210,10,1727,463,25,248,0,0,8.0,0.0,0.0,Low,0.3935486986334418,3.0,1.0,6.0,2.0,0.0,3.3595641646489085,18.0,3.0,29.0,3.0,0.0,0.3935486986334418,3.3595641646489085,3.0,18.0,1.0,3.0,6.0,29.0,2.0,3.0,0.0,0.0,18.0,3.3595641646489085,0.05357142857142857,0.01694915254237288,0.005649717514124294,0.0,0.7937853107344632,0.01079136690647482
10000,2008-05-11 08:07:54+00:00,259.0,360,75.0,285.0,20.833333333333336,562,228,10,1761,477,26,253,0,0,7.0,0.0,0.0,Low,0.21186440677966445,6.0,4.0,22.0,18.0,0.0,3.4803921568627487,20.0,4.0,46.0,21.0,0.0,0.21186440677966445,3.4803921568627487,6.0,20.0,4.0,4.0,22.0,46.0,18.0,21.0,0.0,0.0,20.0,3.4803921568627487,0.058823529411764705,0.06111111111111111,0.05,0.0,0.7916666666666666,0.014234875444839857
10000,2008-05-18 08:07:54+00:00,266.0,360,75.0,285.0,20.833333333333336,562,228,10,1761,477,26,253,0,0,7.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0625596943648574,11.0,5.0,30.0,20.0,0.0,0.0,1.0625596943648574,0.0,11.0,0.0,5.0,0.0,30.0,0.0,20.0,0.0,0.0,11.0,1.0625596943648574,0.03151862464183381,0.0,0.0,0.0,0.7916666666666666,0.017857142857142856
10000,2008-05-25 08:07:54+00:00,273.0,360,78.0,282.0,21.666666666666668,562,228,10,1761,477,26,253,0,0,4.0,0.0,0.0,Low,0.8333333333333321,0.0,-3.0,0.0,0.0,0.0,1.4387464387464384,9.0,2.0,28.0,20.0,0.0,0.8333333333333321,1.4387464387464384,0.0,9.0,-3.0,2.0,0.0,28.0,0.0,20.0,0.0,0.0,9.0,1.4387464387464384,0.02564102564102564,0.0,0.0,0.0,0.7833333333333333,0.007142857142857143
10000,2008-06-01 08:07:54+00:00,280.0,366,79.0,287.0,21.584699453551917,572,230,10,1790,484,27,255,0,0,6.0,2.0,0.3333333333333333,High,-0.0819672131147513,6.0,5.0,10.0,2.0,0.0,0.9632305269982453,12.0,6.0,32.0,20.0,0.0,-0.0819672131147513,0.9632305269982453,6.0,12.0,5.0,6.0,10.0,32.0,2.0,20.0,0.0,0.0,12.0,0.9632305269982453,0.03389830508474576,0.0273224043715847,0.00546448087431694,0.0,0.7841530054644809,0.021352313167259787
10000,2008-06-08 08:07:54+00:00,287.0,369,82.0,287.0,22.22222222222222,575,230,10,1803,487,27,256,0,0,24.0,21.0,0.875,Critical,0.6375227686703049,3.0,0.0,3.0,0.0,0.0,1.3888888888888857,9.0,2.0,13.0,2.0,0.0,0.6375227686703049,1.3888888888888857,3.0,9.0,0.0,2.0,3.0,13.0,0.0,2.0,0.0,0.0,9.0,1.3888888888888857,0.025,0.008130081300813009,0.0,0.0,0.7777777777777778,0.007017543859649123
10000,2008-06-15 08:07:54+00:00,294.0,370,82.0,288.0,22.162162162162165,577,231,10,1809,488,27,257,0,0,50.0,43.0,0.86,Critical,-0.060060060060056486,1.0,1.0,2.0,1.0,0.0,1.3288288288288292,10.0,3.0,15.0,3.0,0.0,-0.060060060060056486,1.3288288288288292,1.0,10.0,1.0,3.0,2.0,15.0,1.0,3.0,0.0,0.0,10.0,1.3288288288288292,0.027777777777777776,0.005405405405405406,0.002702702702702703,0.0,0.7783783783783784,0.010526315789473684
10000,2008-06-22 08:07:54+00:00,301.0,371,82.0,289.0,22.10242587601078,578,231,10,1813,489,27,257,0,0,61.0,48.0,0.7868852459016393,Critical,-0.05973628615138438,1.0,1.0,1.0,0.0,0.0,0.4357592093441127,11.0,7.0,16.0,3.0,0.0,-0.05973628615138438,0.4357592093441127,1.0,11.0,1.0,7.0,1.0,16.0,0.0,3.0,0.0,0.0,11.0,0.4357592093441127,0.030555555555555555,0.0026954177897574125,0.0,0.0,0.7789757412398922,0.024822695035460994
10000,2008-06-29 08:07:54+00:00,308.0,372,83.0,289.0,22.311827956989248,580,231,10,1818,490,28,257,0,0,64.0,50.0,0.78125,Critical,0.20940208097846735,1.0,0.0,2.0,0.0,0.0,0.7271285034373314,6.0,2.0,8.0,1.0,0.0,0.20940208097846735,0.7271285034373314,1.0,6.0,0.0,2.0,2.0,8.0,0.0,1.0,0.0,0.0,6.0,0.7271285034373314,0.01639344262295082,0.005376344086021506,0.0,0.0,0.7768817204301075,0.006968641114982578
10000,2008-07-06 08:07:54+00:00,315.0,373,102.0,271.0,27.34584450402145,584,233,11,1824,492,28,258,0,0,47.0,34.0,0.723404255319149,Critical,5.034016547032202,1.0,-18.0,4.0,2.0,1.0,5.1236222817992285,4.0,-16.0,9.0,3.0,1.0,5.034016547032202,5.1236222817992285,1.0,4.0,-18.0,-16.0,4.0,9.0,2.0,3.0,1.0,1.0,4.0,5.1236222817992285,0.01084010840108401,0.010723860589812333,0.005361930294906166,0.002680965147453083,0.7265415549597856,-0.05574912891986063
10000,2008-07-13 08:07:54+00:00,322.0,374,130.0,244.0,34.75935828877005,585,233,11,1829,493,28,259,0,0,21.0,10.0,0.4761904761904761,Critical,7.413513784748602,1.0,-27.0,1.0,0.0,0.0,12.597196126607887,4.0,-44.0,8.0,2.0,1.0,7.413513784748602,12.597196126607887,1.0,4.0,-27.0,-44.0,1.0,8.0,0.0,2.0,0.0,1.0,4.0,12.597196126607887,0.010810810810810811,0.00267379679144385,0.0,0.0,0.6524064171122995,-0.1527777777777778
10000,2008-07-20 08:07:54+00:00,329.0,388,140.0,248.0,36.08247422680412,641,270,12,1911,522,29,264,0,0,11.0,4.0,0.3636363636363636,Critical,1.3231159380340713,14.0,4.0,56.0,37.0,1.0,13.980048350793343,17.0,-41.0,63.0,39.0,2.0,1.3231159380340713,13.980048350793343,14.0,17.0,4.0,-41.0,56.0,63.0,37.0,39.0,1.0,2.0,17.0,13.980048350793343,0.04582210242587601,0.14432989690721648,0.09536082474226804,0.002577319587628866,0.6391752577319587,-0.14186851211072665
10000,2008-07-27 08:07:54+00:00,336.0,393,147.0,246.0,37.40458015267176,648,271,12,1934,528,29,269,0,0,8.0,1.0,0.125,Medium,1.322105925867639,5.0,-2.0,7.0,1.0,0.0,15.092752195682515,21.0,-43.0,68.0,40.0,2.0,1.322105925867639,15.092752195682515,5.0,21.0,-2.0,-43.0,7.0,68.0,1.0,40.0,0.0,2.0,21.0,15.092752195682515,0.056451612903225805,0.017811704834605598,0.002544529262086514,0.0,0.6259541984732825,-0.14878892733564014
10000,2008-08-03 08:07:54+00:00,343.0,396,148.0,248.0,37.37373737373738,654,278,12,1951,535,29,271,0,0,8.0,1.0,0.125,Medium,-0.03084277893438525,3.0,2.0,6.0,7.0,0.0,10.027892869715927,23.0,-23.0,70.0,45.0,1.0,-0.03084277893438525,10.027892869715927,3.0,23.0,2.0,-23.0,6.0,70.0,7.0,45.0,0.0,1.0,23.0,10.027892869715927,0.06166219839142091,0.015151515151515152,0.017676767676767676,0.0,0.6262626262626263,-0.08487084870848709
10000,2008-08-10 08:07:54+00:00,350.0,403,151.0,252.0,37.46898263027296,671,294,14,1994,546,29,278,0,0,7.0,1.0,0.1428571428571428,Medium,0.09524525653558413,7.0,4.0,17.0,16.0,2.0,2.7096243415029093,29.0,8.0,86.0,61.0,3.0,0.09524525653558413,2.7096243415029093,7.0,29.0,4.0,8.0,17.0,86.0,16.0,61.0,2.0,3.0,29.0,2.7096243415029093,0.07754010695187166,0.04218362282878412,0.03970223325062035,0.004962779156327543,0.6253101736972705,0.03278688524590164
10000,2008-08-17 08:07:54+00:00,357.0,404,151.0,253.0,37.37623762376238,672,294,14,1998,547,29,279,0,0,9.0,1.0,0.1111111111111111,Medium,-0.09274500651058304,1.0,1.0,1.0,0.0,0.0,1.293763396958255,16.0,5.0,31.0,24.0,2.0,-0.09274500651058304,1.293763396958255,1.0,16.0,1.0,5.0,1.0,31.0,0.0,24.0,0.0,2.0,16.0,1.293763396958255,0.041237113402061855,0.0024752475247524753,0.0,0.0,0.6262376237623762,0.020161290322580645
10000,2008-08-24 08:07:54+00:00,364.0,409,154.0,255.0,37.65281173594132,680,296,14,2021,553,29,282,0,0,25.0,1.0,0.04,Medium,0.2765741121789418,5.0,2.0,8.0,2.0,0.0,0.24823158326955763,16.0,9.0,32.0,25.0,2.0,0.2765741121789418,0.24823158326955763,5.0,16.0,2.0,9.0,8.0,32.0,2.0,25.0,0.0,2.0,16.0,0.24823158326955763,0.04071246819338423,0.019559902200488997,0.004889975550122249,0.0,0.6234718826405868,0.036585365853658534
10000,2008-08-31 08:07:54+00:00,371.0,412,156.0,256.0,37.86407766990291,684,297,14,2035,557,29,283,0,0,47.0,0.0,0.0,Low,0.21126593396159166,3.0,1.0,4.0,1.0,0.0,0.49034029616553454,16.0,8.0,30.0,19.0,2.0,0.21126593396159166,0.49034029616553454,3.0,16.0,1.0,8.0,4.0,30.0,1.0,19.0,0.0,2.0,16.0,0.49034029616553454,0.04040404040404041,0.009708737864077669,0.0024271844660194173,0.0,0.6213592233009708,0.03225806451612903
10000,2008-09-07 08:07:54+00:00,378.0,413,157.0,256.0,38.01452784503632,685,297,14,2039,558,29,284,0,0,53.0,0.0,0.0,Low,0.15045017513340753,1.0,0.0,1.0,0.0,0.0,0.5455452147633579,10.0,4.0,14.0,3.0,0.0,0.15045017513340753,0.5455452147633579,1.0,10.0,0.0,4.0,1.0,14.0,0.0,3.0,0.0,0.0,10.0,0.5455452147633579,0.02481389578163772,0.002421307506053269,0.0,0.0,0.6198547215496368,0.015873015873015872
10000,2008-09-14 08:07:54+00:00,385.0,427,160.0,267.0,37.470725995316165,715,314,16,2119,578,29,294,0,0,64.0,0.0,0.0,Low,-0.543801849720154,14.0,11.0,30.0,17.0,2.0,0.09448837155378698,23.0,14.0,43.0,20.0,2.0,-0.543801849720154,0.09448837155378698,14.0,23.0,11.0,14.0,30.0,43.0,17.0,20.0,2.0,2.0,23.0,0.09448837155378698,0.05693069306930693,0.0702576112412178,0.03981264637002342,0.00468384074941452,0.6252927400468384,0.05533596837944664
10000,2008-09-21 08:07:54+00:00,392.0,445,177.0,268.0,39.7752808988764,751,335,17,2216,606,30,301,0,0,56.0,0.0,0.0,Low,2.3045549035602377,18.0,1.0,36.0,21.0,1.0,2.122469162935083,36.0,13.0,71.0,39.0,3.0,2.3045549035602377,2.122469162935083,18.0,36.0,1.0,13.0,36.0,71.0,21.0,39.0,1.0,3.0,36.0,2.122469162935083,0.08801955990220049,0.08089887640449438,0.04719101123595506,0.0022471910112359553,0.6022471910112359,0.050980392156862744
10000,2008-09-28 08:07:54+00:00,399.0,485,195.0,290.0,40.20618556701031,828,372,18,2439,659,33,328,0,0,40.0,0.0,0.0,Low,0.4309046681339055,40.0,22.0,77.0,37.0,1.0,2.3421078971073968,73.0,34.0,144.0,75.0,4.0,0.4309046681339055,2.3421078971073968,40.0,73.0,22.0,34.0,77.0,144.0,37.0,75.0,1.0,4.0,73.0,2.3421078971073968,0.17718446601941748,0.15876288659793814,0.07628865979381444,0.002061855670103093,0.5979381443298969,0.1328125
10000,2008-10-05 08:07:54+00:00,406.0,505,210.0,295.0,41.58415841584159,870,400,20,2549,689,33,339,0,0,25.0,0.0,0.0,Low,1.3779728488312841,20.0,5.0,42.0,28.0,2.0,3.5696305708052734,92.0,39.0,185.0,103.0,6.0,1.3779728488312841,3.5696305708052734,20.0,92.0,5.0,39.0,42.0,185.0,28.0,103.0,2.0,6.0,92.0,3.5696305708052734,0.22276029055690072,0.08316831683168317,0.055445544554455446,0.0039603960396039604,0.5841584158415841,0.15234375
10000,2008-10-12 08:07:54+00:00,413.0,536,222.0,314.0,41.4179104477612,941,430,25,2717,728,34,359,0,0,13.0,0.0,0.0,Low,-0.16624796808039122,31.0,19.0,71.0,30.0,5.0,3.947184452445036,109.0,47.0,226.0,116.0,9.0,-0.16624796808039122,3.947184452445036,31.0,109.0,19.0,47.0,71.0,226.0,30.0,116.0,5.0,9.0,109.0,3.947184452445036,0.25526932084309134,0.13246268656716417,0.055970149253731345,0.009328358208955223,0.585820895522388,0.1760299625468165
10000,2008-10-19 08:07:54+00:00,420.0,546,232.0,314.0,42.49084249084249,959,440,26,2770,743,36,364,0,0,3.0,0.0,0.0,Low,1.0729320430812876,10.0,0.0,18.0,10.0,1.0,2.715561591966086,101.0,46.0,208.0,105.0,9.0,1.0729320430812876,2.715561591966086,10.0,101.0,0.0,46.0,18.0,208.0,10.0,105.0,1.0,9.0,101.0,2.715561591966086,0.22696629213483147,0.03296703296703297,0.018315018315018316,0.0018315018315018315,0.575091575091575,0.17164179104477612
10000,2009-03-01 08:07:54+00:00,553.0,727,235.0,492.0,32.32462173314993,1316,626,32,3739,1002,47,486,0,0,4.0,1.0,0.25,High,-10.166220757692557,181.0,178.0,357.0,186.0,6.0,-7.881563833860376,242.0,202.0,488.0,254.0,14.0,-10.166220757692557,-7.881563833860376,181.0,242.0,178.0,202.0,357.0,488.0,186.0,254.0,6.0,14.0,242.0,-7.881563833860376,0.49896907216494846,0.49105914718019256,0.2558459422283356,0.008253094910591471,0.6767537826685007,0.696551724137931
10000,2009-03-08 08:07:54+00:00,560.0,740,235.0,505.0,31.756756756756754,1338,636,32,3805,1017,50,494,0,0,21.0,3.0,0.1428571428571428,Medium,-0.567864976393178,13.0,13.0,22.0,10.0,0.0,-9.827401659084838,235.0,210.0,468.0,236.0,12.0,-0.567864976393178,-9.827401659084838,13.0,235.0,13.0,210.0,22.0,468.0,10.0,236.0,0.0,12.0,235.0,-9.827401659084838,0.46534653465346537,0.02972972972972973,0.013513513513513514,0.0,0.6824324324324325,0.711864406779661
10000,2009-03-15 08:07:54+00:00,567.0,762,235.0,527.0,30.83989501312336,1376,680,32,3941,1067,51,505,0,0,23.0,3.0,0.1304347826086956,Medium,-0.9168617436333939,22.0,22.0,38.0,44.0,0.0,-10.578015434637841,226.0,213.0,435.0,250.0,7.0,-0.9168617436333939,-10.578015434637841,22.0,226.0,22.0,213.0,38.0,435.0,44.0,250.0,0.0,7.0,226.0,-10.578015434637841,0.4216417910447761,0.049868766404199474,0.05774278215223097,0.0,0.6916010498687664,0.678343949044586
10000,2009-03-22 08:07:54+00:00,574.0,777,235.0,542.0,30.24453024453024,1404,697,32,4021,1090,51,515,0,0,32.0,3.0,0.09375,Medium,-0.5953647685931216,15.0,15.0,28.0,17.0,0.0,-12.24631224631225,231.0,228.0,445.0,257.0,6.0,-0.5953647685931216,-12.24631224631225,15.0,231.0,15.0,228.0,28.0,445.0,17.0,257.0,0.0,6.0,231.0,-12.24631224631225,0.4230769230769231,0.036036036036036036,0.021879021879021878,0.0,0.6975546975546976,0.7261146496815286
10000,2009-03-29 08:07:54+00:00,581.0,791,235.0,556.0,29.70922882427307,1434,718,34,4099,1114,52,522,0,0,45.0,8.0,0.1777777777777777,High,-0.53530142025717,14.0,14.0,30.0,21.0,2.0,-2.6153929088768635,64.0,64.0,118.0,92.0,2.0,-0.53530142025717,-2.6153929088768635,14.0,64.0,14.0,64.0,30.0,118.0,21.0,92.0,2.0,2.0,64.0,-2.6153929088768635,0.08803301237964237,0.03792667509481669,0.02654867256637168,0.0025284450063211127,0.7029077117572693,0.13008130081300814
10000,2009-04-05 08:07:54+00:00,588.0,813,251.0,562.0,30.873308733087327,1480,749,35,4225,1150,57,536,0,0,33.0,5.0,0.1515151515151515,Medium,1.1640799088142586,22.0,6.0,46.0,31.0,1.0,-0.8834480236694269,73.0,57.0,142.0,113.0,3.0,1.1640799088142586,-0.8834480236694269,22.0,73.0,6.0,57.0,46.0,142.0,31.0,113.0,1.0,3.0,73.0,-0.8834480236694269,0.09864864864864865,0.056580565805658053,0.038130381303813035,0.0012300123001230013,0.6912669126691267,0.11287128712871287
10000,2009-04-12 08:07:54+00:00,595.0,828,258.0,570.0,31.15942028985507,1511,767,36,4307,1170,58,541,0,0,41.0,6.0,0.1463414634146341,Medium,0.286111556767743,15.0,8.0,31.0,18.0,1.0,0.31952527673171005,66.0,43.0,135.0,87.0,4.0,0.286111556767743,0.31952527673171005,15.0,66.0,8.0,43.0,31.0,135.0,18.0,87.0,1.0,4.0,66.0,0.31952527673171005,0.08661417322834646,0.03743961352657005,0.021739130434782608,0.0012077294685990338,0.6884057971014492,0.08159392789373814
10000,2009-04-19 08:07:54+00:00,602.0,838,265.0,573.0,31.62291169451074,1551,791,42,4366,1188,59,549,0,0,41.0,8.0,0.1951219512195122,High,0.4634914046556702,10.0,3.0,40.0,24.0,6.0,1.3783814499805018,61.0,31.0,147.0,94.0,10.0,0.4634914046556702,1.3783814499805018,10.0,61.0,3.0,31.0,40.0,147.0,24.0,94.0,6.0,10.0,61.0,1.3783814499805018,0.07850707850707851,0.0477326968973747,0.028639618138424822,0.007159904534606206,0.6837708830548926,0.05719557195571956
10000,2009-04-26 08:07:54+00:00,609.0,856,280.0,576.0,32.71028037383177,1592,815,45,4465,1216,59,562,0,0,32.0,3.0,0.09375,Medium,1.087368679321031,18.0,3.0,41.0,24.0,3.0,3.001051549558703,65.0,20.0,158.0,97.0,11.0,1.087368679321031,3.001051549558703,18.0,65.0,3.0,20.0,41.0,158.0,24.0,97.0,3.0,11.0,65.0,3.001051549558703,0.08217446270543616,0.04789719626168224,0.028037383177570093,0.0035046728971962616,0.6728971962616822,0.03597122302158273
10000,2009-05-03 08:07:54+00:00,616.0,864,284.0,580.0,32.870370370370374,1610,822,46,4507,1226,59,567,0,0,31.0,3.0,0.0967741935483871,Medium,0.160089996538602,8.0,4.0,18.0,7.0,1.0,1.9970616372830463,51.0,18.0,130.0,73.0,11.0,0.160089996538602,1.9970616372830463,8.0,51.0,4.0,18.0,18.0,130.0,7.0,73.0,1.0,11.0,51.0,1.9970616372830463,0.06273062730627306,0.020833333333333332,0.008101851851851851,0.0011574074074074073,0.6712962962962963,0.03202846975088968
10000,2009-05-10 08:07:54+00:00,623.0,876,296.0,580.0,33.789954337899545,1634,839,47,4574,1246,60,575,0,0,33.0,3.0,0.0909090909090909,Medium,0.9195839675291708,12.0,0.0,24.0,17.0,1.0,2.630534048044474,48.0,10.0,123.0,72.0,11.0,0.9195839675291708,2.630534048044474,12.0,48.0,0.0,10.0,24.0,123.0,17.0,72.0,1.0,11.0,48.0,2.630534048044474,0.057971014492753624,0.0273972602739726,0.019406392694063926,0.001141552511415525,0.6621004566210046,0.017543859649122806
10000,2009-05-17 08:07:54+00:00,630.0,889,305.0,584.0,34.308211473565805,1659,853,49,4640,1265,60,581,0,0,31.0,2.0,0.064516129032258,Medium,0.5182571356662606,13.0,4.0,25.0,14.0,2.0,2.6852997790550646,51.0,11.0,108.0,62.0,7.0,0.5182571356662606,2.6852997790550646,13.0,51.0,4.0,11.0,25.0,108.0,14.0,62.0,2.0,7.0,51.0,2.6852997790550646,0.060859188544152745,0.0281214848143982,0.015748031496062992,0.0022497187851518562,0.6569178852643419,0.019197207678883072
